============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.6645E+02 -6.2894E+01 -3.4227E+01
0000002   2.5535E+02  3.1593E+02 -7.6164E+01
0000003   7.4161E+02  8.3034E+01  3.1504E+02
0000004   3.0043E+02 -3.8050E+01  1.1773E+02
0000005   8.0977E+02 -2.5834E+01 -1.1270E+02
0000006   5.3923E+02 -5.3774E+01  1.1766E+02
0000007   6.5359E+02  1.2225E+02 -4.3634E+02
0000008   8.7070E+01 -7.6850E+01  1.5234E+02
0000009   5.8604E+02 -8.1241E+01  1.2759E+02
0000010   3.9421E+02 -5.3621E+02 -3.3901E+02
0000011   3.9201E+02  2.2779E+02  3.3607E+02
0000012   3.1402E+02  2.5039E+01  9.3718E+01
0000013   1.3369E+02 -1.5374E+02  1.1374E+02
0000014   1.5511E+01  1.3717E+02 -8.1631E+01
0000015   5.2603E+02 -3.4235E+01  1.1405E+02
0000016   4.1366E+02  2.6657E+01 -2.0438E+02
0000017   5.4139E+02  1.0202E+01 -3.2346E+02
0000018   5.7956E+02 -1.9896E+02 -2.7699E+02
0000019   4.3869E+02  1.4825E+02  1.3128E+01
0000020   3.7271E+02  5.7830E+01 -1.1697E+02
0000021   4.5284E+02  1.1248E+02 -2.5967E+02
0000022   3.7949E+02 -2.7345E+01  3.7082E+01
0000023   6.1211E+02  1.8707E+02  1.0324E+02
0000024   8.0499E+02  3.5871E+02  4.0786E+02
0000026   7.0504E+02  1.4901E+02  1.5039E+02
0000027   5.2356E+02  1.1698E+02 -6.1940E+01
0000028   5.0786E+02 -6.0022E+01 -1.1411E+02
0000029   3.5189E+02  3.2344E+01  5.0265E+01
0000030   5.0925E+02  1.3853E+02  2.2657E+01
0000031   1.0745E+02  1.5830E+02  1.5642E+01
0000032   1.7679E+02  1.9099E+02 -3.0952E+02
0000033   2.9506E+02  2.0919E+02 -3.6614E+02
0000034   4.4547E+02  3.9488E+02 -5.1380E+01
0000035   2.4199E+02 -3.5147E+02 -3.5979E+02
0000036   4.4555E+02  1.8087E+02 -1.0869E+02
0000037   7.3272E+02 -1.7586E+02 -3.0124E+02
0000038   4.9578E+02 -1.2814E+02 -1.0217E+02
0000039   5.8521E+02  9.1143E+01 -3.1284E+02
0000040   3.1616E+02 -2.7659E+02 -3.7004E+01
0000042   5.7297E+02 -5.7896E+01 -3.7987E+02
0000043   2.3316E+02 -1.7477E+01  1.0697E+02
0000044   2.0054E+02  1.7137E+02 -8.8049E+01
0000046   2.6339E+02 -1.0800E+02 -3.3524E+02
0000047   1.7987E+02 -1.2830E+02  1.3698E+02
0000048   6.1627E+02  1.3471E+01 -2.4767E+01
0000049   1.3502E+02  2.7091E+02 -1.8211E+02
0000050   1.7019E+02 -3.3679E+02  5.5979E+01
0000051   3.8259E+02 -2.5380E+02  7.1378E+01
0000052   5.1416E+02 -7.5820E+01  1.2800E+02
0000053   3.9881E+02  8.0825E+01  1.9039E+02
0000054   1.7524E+02  2.1933E+01 -2.2741E+02
0000055   1.7462E+02  2.8288E+02  4.1717E+02
0000056   4.3304E+02 -1.4818E+02 -3.2247E+02
0000057   1.0828E+02  7.3848E+01  8.6485E+01
0000058   5.5487E+02  1.9768E+02  2.7017E+02
0000059   1.1515E+02 -4.2699E+01  2.1609E+02
0000060   1.5702E+02  5.1270E+02 -3.3337E+01
0000061   5.1107E+02 -1.1318E+02 -3.6706E+02
0000062   4.3889E+02  1.0223E+02 -1.2366E+01
0000063   2.2966E+02 -3.8690E+02  9.4571E+01
0000064   4.9541E+02 -2.8417E+02 -2.5605E+02
0000065   7.0089E+02  2.5888E+02 -3.1941E+01
0000066   7.5066E+02  1.0391E+02  1.3101E+02
0000067   7.7638E+01  2.6279E+02  9.7111E+00
0000068   3.2617E+02  3.8135E+01  1.4459E+02
0000069   6.4776E+01 -1.2446E+02 -2.3847E+02
0000070   4.9990E+02  3.0622E+02  9.8362E+01
0000071   4.0007E+02 -3.6632E+02 -1.0416E+02
0000072   2.2132E+02 -3.3041E+01 -2.8117E+02
0000073   2.9954E+02 -1.1933E+01  2.5976E+02
0000074   4.3251E+02  5.3287E+02  3.9886E+01
0000075   5.2436E+02 -1.8804E+02  2.0702E+02
0000077   2.7401E+02  1.3005E+01 -5.4071E+01
0000078   3.3126E+02  3.1238E+01 -5.7609E+01
0000079   5.4545E+02 -4.2724E+01  4.0431E+01
0000080   2.4474E+02 -2.7742E+02  8.9513E+01
0000081   5.9010E+02  1.3650E+02  5.5412E+01
0000082   2.5436E+02 -1.7499E+02 -7.4100E+01
0000083   5.4101E+02  8.5478E+01  3.4538E+02
0000084   2.5991E+02 -1.1307E+02 -1.2544E+02
0000085   3.9171E+02  2.9892E+02 -2.3558E+02
0000086   6.9270E+02 -1.7086E+02  7.0045E+01
0000087   2.3872E+02 -2.0350E+02  1.3255E+02
0000088   5.2447E+02 -1.5113E+02  3.6546E+02
0000089   3.9817E+02  3.5511E+01 -4.9719E+02
0000090   6.5500E+02  2.2241E+02 -1.7367E+02
0000091   2.9553E+02  1.9648E+02 -3.4323E+01
0000092   5.1293E+02  3.3320E+02 -1.2516E+02
0000094   4.1346E+02  1.2354E+02 -6.1662E+02
0000095   6.8733E+02  3.9987E+02  1.9875E+02
0000096   1.0225E+02 -1.4744E+02 -1.5607E+02
0000097   5.9118E+02  3.2061E+02 -2.9994E+02
0000098   3.2379E+02  3.0068E+01 -2.0553E+02
0000099   4.8276E+02  5.6971E+02 -1.2250E+02
0000100   5.2565E+02  2.3217E+02 -1.9450E+01
0000101   1.5937E+02  1.9159E+02 -2.6346E+02
0000102   2.6473E+02 -4.1780E+02  3.5844E+02
0000104   2.6051E+02 -7.5799E+01  1.2762E+02
0000105   5.5705E+02 -1.7281E+02  3.2796E+02
0000106   3.4590E+02  3.5092E+02  1.3123E+02
0000107   1.5339E+02 -2.5549E+02 -1.4434E+02
0000108   3.5675E+02  2.1796E+02  1.4463E+02
0000109   6.0089E+02  2.1433E+02  2.1223E+01
0000110   5.2618E+02  2.0950E+02  2.2411E+02
0000111   8.6322E+01  2.2004E+02 -1.5109E+02
0000112   4.9066E+02  4.4534E-01  1.4469E+01
0000114   3.2166E+02 -3.8583E+02 -2.3535E+02
