============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   5.7815E+02 -2.1988E+01  5.6092E+01
0000002   2.4319E+02 -6.4616E+02  3.0669E+02
0000003   8.1438E+02  2.4601E+02 -3.5688E+02
0000004   4.3744E+02  4.5431E+02 -3.7793E+02
0000005   5.3248E+02 -4.1529E+01 -1.4752E+02
0000006   2.2547E+02  2.3126E+02 -1.7718E+02
0000007   1.2389E+02  9.4929E+01  1.1690E+02
0000008   5.4404E+02  3.2254E+02 -1.8669E+02
0000009   9.2950E+01  2.3731E+02 -1.6439E+02
0000010   7.4167E+02 -3.4521E+02  3.1600E+02
0000011   3.6197E+02  1.9742E+02  3.0653E+02
0000013   4.5746E+02 -7.5112E+01 -5.9095E+01
0000014   3.5629E+02 -3.5723E+01  1.6109E+02
0000015   4.8623E+02  2.8940E+02 -3.6860E+02
0000016   6.7929E+01  1.0521E+02 -1.4360E+01
0000017   2.3832E+02 -1.2020E+02 -1.4123E+02
0000018   1.3884E+02 -1.4547E+02  1.9843E+02
0000019   1.0384E+02  4.7414E+02 -3.6876E+02
0000020   6.3082E+02  2.8066E+01  1.0363E+02
0000021   3.7144E+02 -6.5110E+01  6.2658E+01
0000022   4.8924E+01 -2.9893E+02 -3.5070E+01
0000023   5.6537E+02 -4.0922E+01  2.2454E+02
0000024   5.2005E+02  1.0726E+01  2.2326E+02
0000025   2.0198E+02  1.0261E+02 -2.4432E+02
0000026   6.3509E+02 -1.8659E+02  1.7095E+02
0000027   5.8404E+02 -7.2836E+01 -1.6041E+02
0000028   4.3933E+02 -2.8972E+02 -4.2255E+01
0000029   2.3391E+02  1.7651E+02 -5.6202E+01
0000030   2.7686E+02  4.4703E+02  4.6467E+02
0000031   3.6642E+02 -1.6559E+02  2.4800E+01
0000032   1.9415E+02  2.3008E+02 -5.4132E+01
0000033   2.8002E+02  3.6479E+02 -4.2206E+02
0000034   6.5274E+02 -1.2910E+02 -4.6958E+00
0000035   2.0167E+02  7.1950E+01 -1.6264E+02
0000036   2.0401E+02 -3.0141E+01  2.0111E+02
0000037   4.2291E+02 -9.6646E+01  1.6569E+02
0000038   5.0346E+02 -1.2350E+02  6.0974E+01
0000039   4.2139E+02 -2.0648E+02 -3.5113E+02
0000040   2.1486E+02  1.3757E+02 -5.4951E+01
0000041   2.4332E+02  4.0055E+01  1.2619E+02
0000042   7.2519E+02 -4.4211E+02  2.2803E+02
0000043   4.9760E+02 -4.0062E+01  2.6451E+02
0000044   3.8069E+02 -2.2554E+01 -5.6886E+02
0000045   3.5548E+02 -1.3656E+02  1.1446E+02
0000046   2.7882E+02  2.0660E+02 -2.2910E+02
0000049   1.0572E+02 -8.7453E+00  1.1878E+02
0000050   7.0369E+02  1.3954E+02  3.0426E+02
0000051   1.6644E+02  4.8377E+02 -4.9597E+02
0000052   4.5606E+02 -1.1920E+02  1.1438E+02
0000053   3.2923E+02  7.6876E+01 -2.7526E+01
0000055   6.1724E+02  5.6931E+02  4.1436E+01
0000056   4.6597E+02 -9.2608E+01  3.3926E+02
0000057   4.9183E+02  1.4277E+02  1.3624E+02
0000058   8.2086E+02 -2.7964E+02 -3.6749E+02
0000059   4.6723E+02 -1.3146E+02  1.1339E+02
0000060   2.3647E+02  4.5671E+02 -1.2995E+02
0000061   5.4373E+02 -1.3540E+02  2.3304E+02
0000063   5.6253E+02 -7.2696E+01  1.2191E+02
0000065   3.5233E+02 -3.5231E+02  4.2578E+01
0000066   3.7515E+02  1.0474E+02 -1.0795E+02
0000067   6.5722E+02 -1.4028E+02  2.2580E+02
0000068   4.7014E+02  1.2687E+02 -1.5567E+02
0000069   3.0037E+02 -2.6417E+02 -1.4141E+02
0000070   1.9996E+02  7.7214E+01  3.4466E+02
0000071   2.9373E+02 -2.3413E+02  2.1673E+02
0000072   7.4804E+02 -7.6921E+01 -2.3336E+02
0000073   5.2600E+02  2.5745E+02 -6.5265E+01
0000074   5.6928E+01 -4.8095E+01  5.3713E+01
0000075   7.3775E+01  4.1936E+01 -2.9176E+02
0000076   5.8866E+02 -4.3557E+00  1.7174E+02
0000077   2.0954E+02 -6.8691E+00  2.0980E+02
0000078   2.8761E+02  2.4125E+02  1.5768E+01
0000079   2.0377E+02 -9.9225E+01  9.8414E+01
0000080   3.0241E+02  8.9315E+01  2.0223E+02
0000081   1.0111E+02  2.1190E+01  7.8640E+01
0000082   5.0291E+02  1.0328E+02  1.7748E+02
0000083   4.4837E+02 -2.3685E+02  2.2441E+02
0000084   5.9297E+02  2.2499E+02  7.4450E+00
0000085   2.6530E+02  3.1915E+02 -2.5994E+02
0000086   4.2354E+02 -9.7195E+01 -2.8820E+02
0000087   4.9526E+02  1.2688E+02 -3.8538E+02
0000088   5.6234E+02  2.1272E+02  2.4266E+02
0000089   4.5465E+02 -8.6272E+01  1.9610E+02
0000090   2.0331E+02  1.1652E+02  2.1319E+01
0000091   1.9895E+02  3.5721E+02  1.3614E+02
0000092   4.3462E+02 -1.2839E+02  4.9952E+01
0000093   3.1388E+02  2.4385E+02  3.7465E+01
0000094   5.1355E+02  3.1813E+02 -2.5917E+02
0000095   1.3913E+02 -1.5711E+02 -2.2295E+02
0000096   3.8912E+02 -8.4984E+01  1.9360E+02
0000097   2.4694E+02 -4.0055E+01 -2.3899E+02
0000098   3.5855E+02  2.1288E+02  4.9683E+00
0000099   6.4353E+02 -6.0302E+01  2.7612E+01
0000100   3.0928E+02  1.8501E+02 -4.4631E+01
0000101   7.7558E+02  2.9523E+02  2.0919E+02
0000102   7.3236E+02  1.0754E+02  1.9838E+02
0000103   1.2862E+02 -4.0422E+01 -6.8389E+01
0000104   9.6290E+02 -2.5841E+02  3.0218E+02
0000105   4.3069E+02  4.6085E+02  1.0586E+02
0000106   4.5144E+02 -5.6968E+02 -4.8505E+01
0000107   3.5498E+02 -3.5626E+02 -1.9155E+02
0000108   5.0666E+02 -2.8749E+00 -1.2457E+02
0000109   1.2837E+02  1.7994E+02  1.8675E+02
0000110   4.5399E+02 -1.7786E+02 -1.7969E+01
0000111   7.2241E+02 -2.6776E+02  5.1878E+02
0000112   4.6790E+02 -2.9244E+01 -1.6894E+02
0000113   5.3755E+02  6.2550E+02 -2.0768E+02
