============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000002   1.5716E+02 -6.1680E+01  4.6040E+01
0000003   1.8094E+02 -1.3754E+02 -6.7945E+01
0000004   9.5094E+01 -9.9918E+00  1.7306E+02
0000005   1.2344E+02 -3.5484E+01  2.0032E+01
0000006   2.8036E+02 -3.1336E+02 -9.3978E+01
0000007   3.2206E+02 -2.5046E+02 -4.0137E+01
0000008   1.7387E+02  2.7832E+01 -1.8980E+02
0000009   1.8646E+02 -9.2730E+01  7.7944E+01
0000010   3.5406E+02  1.1224E+02  1.5983E+02
0000011   1.9762E+02  2.2726E+02  9.5370E+01
0000012   4.7521E+02 -6.0762E+01  1.3497E+02
0000013   1.8971E+02  3.7758E+01  1.9578E+02
0000014   1.5255E+02  4.8073E+01  1.9651E+01
0000015   3.8370E+01 -1.1141E+01 -8.0070E+00
0000016   1.4215E+02 -5.4398E+01  7.9062E+01
0000018   6.8310E+01  4.0312E+01  1.1374E+02
0000019   8.4103E+01 -2.4580E+02 -1.9333E+02
0000021   3.3582E+02  7.5077E+00  5.0678E+01
0000022   1.6201E+02 -9.2020E+01 -7.1765E+01
0000023   2.0141E+02  1.7215E+02 -2.4488E+00
0000024   2.7388E+02 -2.4940E+00  1.4710E+02
0000025   4.1625E+02  5.5435E+01 -5.0437E+01
0000026   2.5771E+02 -1.9122E+02 -2.1158E+02
0000027   2.8396E+02 -1.0247E+02  2.1599E+02
0000028   2.6357E+02  1.6830E+02  2.5069E+02
0000029   4.8501E+01  1.6026E+02 -1.2080E+02
0000030   1.5775E+02 -5.5817E+01 -4.0018E+01
0000031   9.5736E+01  8.2242E+01 -1.4191E+01
0000032   1.2343E+02 -2.9780E+01 -1.1052E+02
0000033   2.6461E+02 -8.3511E+01 -2.3728E+01
0000034   8.1367E+01 -1.4699E+01 -4.8863E+01
0000035   3.1694E+02 -6.6439E+01 -1.4919E+02
0000036   1.3344E+02  7.8386E+01  8.2931E+01
0000037   1.4413E+02  1.3541E+02 -1.8159E+02
0000038   2.2871E+02 -1.2498E+02 -5.5712E+01
0000039   2.8421E+02 -4.9680E+01  7.9929E+01
0000040   1.1793E+02 -1.5519E+02  1.5798E+02
0000041   4.1037E+02  7.0008E+01  8.6271E+01
0000042   2.1692E+02 -8.3761E+01 -6.5347E+01
0000043   1.0831E+02  1.6929E+02 -2.2038E+01
0000044   2.2412E+02  5.0309E+01 -1.1627E+02
0000045   1.3013E+02 -6.7321E+01  1.2131E+02
0000046   2.3153E+02 -2.0069E+02 -1.7317E+01
0000047   1.1562E+02 -2.7823E+02 -1.0790E+02
0000048   1.2652E+02  9.1262E+01 -2.0590E+02
0000049   1.2389E+02  8.1882E+01  5.9775E+00
0000050   2.3209E+02  2.3076E+02 -1.0649E+01
0000051   2.7487E+02 -2.6123E+01  1.0536E+02
0000052   3.3355E+02 -2.1983E+01  1.8796E+01
0000053   3.8005E+01 -5.1020E+01 -1.2656E+02
0000054   8.9771E+01  8.2183E+01  9.8918E+01
0000055   2.9162E+02 -8.1176E+01  6.5676E+01
0000056   2.1614E+01  2.3539E+01  6.0268E+01
0000057   2.5400E+01  3.2011E+01  4.3435E+01
0000058   1.4406E+02  3.5110E-01  1.4910E+01
0000059   2.4445E+02 -1.4781E+02  1.7939E+01
0000060   3.1138E+02  4.3930E+01 -1.8644E+02
0000061   1.7541E+02 -7.2078E+01  3.4454E+01
0000062   9.6243E+01  1.6420E+01 -4.2504E+01
0000063   1.9750E+02  7.3074E+01 -5.6272E+01
0000064   1.2423E+02  1.9314E+02  1.3343E+02
0000065   3.0634E+02  2.5154E+01  1.9194E+02
0000066   2.4054E+02  4.3112E+01 -1.0078E+01
0000067   3.5223E+02 -1.0107E+01 -8.9713E+01
0000068   1.4604E+02 -3.1588E+01 -1.8781E+02
0000069   2.9332E+02 -6.6301E+01 -1.0267E+01
0000070   1.1679E+02 -1.6131E+02 -1.1526E+01
0000072   6.3556E+01 -1.9051E+01  1.7977E+01
0000073   4.2126E+02 -1.0322E+02  1.0891E+02
0000074   2.1658E+02 -9.2603E+01  1.6742E+02
0000075   2.0220E+02  1.1265E+02  1.3706E+02
0000076   3.0479E+01  1.7959E+02  9.2357E+01
0000077   1.6180E+02  3.6029E+01  2.4392E+02
0000078   1.2846E+02  7.0442E+00  1.0553E+01
0000079   2.0228E+02 -1.4301E+01  3.2078E+00
0000080   1.0734E+02  3.5028E+01 -2.9280E+01
0000081   5.4477E+01 -1.7214E+02  1.1549E+02
0000082   1.4163E+02  6.4510E+01 -1.4413E+01
0000083   3.1783E+02 -1.0559E+02  2.1467E-01
0000084   1.1991E+02  2.4095E+01 -1.7286E+02
0000085   2.3819E+02 -1.8243E+02  4.2691E+01
0000086   2.2132E+02  5.1531E+01  3.4274E+01
0000088   2.3860E+02 -5.6286E+01  1.9138E+02
0000089   1.8152E+02  1.6831E+01 -2.2499E+01
0000090   1.0736E+02 -1.3537E+02 -7.7151E+01
0000091   2.6083E+02 -7.2996E+01 -1.5518E+02
0000092   3.2084E+02 -1.5928E+02  4.7243E+01
0000093   2.6965E+02  8.9235E+01 -3.4327E+01
0000094   4.4494E+02  3.2393E+01 -2.4392E+02
0000095   1.3542E+01 -3.7668E+01  6.5846E+01
0000096   1.8728E+02  1.1764E+01 -1.2445E+02
0000097   1.8840E+02 -3.9537E+01  9.9666E+01
0000098   3.4216E+02 -1.8598E+01 -1.6555E+01
0000099   1.6975E+01  1.0221E+02  6.7164E+01
0000100   3.2353E+02  5.5135E+01 -2.5658E+01
0000101   3.0542E+02 -4.6585E+01  3.3646E+01
0000102   2.9271E+02 -1.4613E+02 -1.1743E+02
0000103   9.5420E+01 -7.5274E+01  8.2734E+00
0000104   2.1781E+02  1.1022E+02  1.7935E+02
0000105   2.7672E+02  1.7414E+02  6.9076E+01
0000106   3.0631E+01  1.0694E+02 -1.2389E+02
0000107   9.5740E+01  6.8262E+01  2.7802E+01
0000108   2.3824E+02 -1.1379E+02  1.3637E+02
0000109   2.0424E+02 -1.9538E+01  1.6703E+01
0000110   2.8897E+02 -5.4458E+01  4.3314E+01
0000111   6.2564E+01  1.6745E+02  8.1708E+01
