============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.2578E+02  1.0971E+02 -1.8064E+02
0000002   1.8411E+02  2.2985E+02  1.5218E+02
0000003   2.3767E+02 -1.4655E+02  1.2690E+01
0000004   4.1141E+02 -1.5062E+01 -3.2727E+01
0000005   4.2544E+01  2.6560E+01  1.0825E+02
0000006   1.3155E+02 -6.2859E+01 -1.4948E+01
0000007   1.1122E+02 -1.7595E+01 -7.0180E+01
0000008   3.5172E+02  1.0753E+02  2.2050E+02
0000009   1.0652E+02 -1.5393E+02  4.3858E+01
0000010   7.7459E+01 -1.0663E+02  1.3488E+01
0000011   3.0610E+02  1.5580E+02 -1.4000E+01
0000012   1.9083E+02 -1.6906E+02  1.0434E+02
0000013   2.2016E+02  1.9526E+01  6.1838E+01
0000014   2.5827E+02  7.4916E+01  1.7759E+02
0000015   3.1943E+02  3.3345E+01  1.0131E+02
0000016   4.8459E+02 -9.0375E+01 -2.5843E+02
0000017   3.0580E+02  2.3448E+02 -1.9263E+02
0000018   5.0335E+01 -2.1486E+01  2.6402E+02
0000019   1.6511E+02  1.7571E+01 -1.6344E+01
0000020   4.3588E+02  6.1413E+01 -1.0418E+02
0000021   3.7240E+02 -1.7724E+01  2.4586E+02
0000022   2.7267E+02  7.0760E+01  6.8026E+01
0000023   1.7861E+02  2.4716E+01 -5.0208E+01
0000024   3.9587E+02  3.3219E+01 -1.6344E+02
0000025   1.3334E+02  3.9461E+01  8.8103E+01
0000026   2.0939E+02  3.3865E+02  6.6083E+01
0000027   2.1267E+02  6.1688E+01 -1.2522E+02
0000028   1.3012E+01  2.2586E+02  9.9187E+01
0000029   3.4718E+02 -5.5462E+01 -8.8962E+01
0000030   2.2886E+02  7.9526E+01  7.5545E+01
0000031   2.3352E+02  9.3277E+01  1.1410E+02
0000032   4.7343E+02 -2.3946E+02 -5.1192E+01
0000033   2.2310E+02 -4.0897E+01 -3.1258E+01
0000034   3.3039E+02  2.7484E+01  2.1805E+02
0000035   2.5374E+02  4.3465E+01  5.1080E+01
0000036   1.0201E+02 -2.2242E+02 -9.2317E+01
0000037   1.3618E+02  2.7137E+01  8.2277E+01
0000038   2.3097E+02 -5.6031E+01 -1.0653E+02
0000039   1.8198E+02 -1.0132E+02 -1.8528E+01
0000040   1.8707E+02 -1.3375E+02 -6.4352E+01
0000041   9.2090E+01 -1.6813E+02 -1.5849E+02
0000042   3.4485E+02  7.8182E+01 -1.9091E+02
0000043   1.7311E+02  1.8594E+01 -1.3821E+02
0000044   1.9788E+02  1.0436E+02 -5.6578E+01
0000045   3.6180E+02  1.8449E+02 -2.5121E+02
0000046   2.2082E+02 -6.7161E+01  1.9608E+02
0000047   1.3087E+02  6.6989E+00 -2.3736E+01
0000048   1.2927E+02  1.6527E+02 -8.4222E+01
0000049   2.2563E+01 -5.2546E+00 -6.6676E+01
0000050   2.3141E+02  1.7628E+02  5.2363E+01
0000051   2.2452E+01  9.6022E+01  1.5343E+02
0000052   3.3207E+02  1.2386E+02  2.0890E+02
0000053   6.2768E+01  1.2283E+01  7.1823E+01
0000054   2.3141E+02  1.9768E+02  1.4218E+02
0000055   7.7615E+01 -6.3025E+01  6.9531E+01
0000056   5.3103E+02  3.9168E+01 -1.2556E+01
0000057   5.7922E+01  1.0850E+02  1.3336E+02
0000058   3.9283E+02 -9.2717E+01 -2.1535E+02
0000059   6.7466E+01 -6.1603E+01 -6.1157E+01
0000060   1.3324E+02 -1.1071E+02  6.0751E+01
0000061   2.2416E+02 -1.5426E+02 -1.3879E+02
0000062   6.1003E+01  4.3422E+01  1.6402E+02
0000063   2.4349E+02  2.6356E+01 -8.1146E+01
0000064   3.4289E+01 -1.6366E+02 -4.6686E+01
0000065   1.5760E+02  2.2144E+02  1.5127E+01
0000066   2.1091E+02  9.7046E+01 -2.8216E+01
0000067   6.3238E+01  4.8510E+01 -3.1349E+01
0000068   1.0659E+02  4.0831E+01 -6.1131E+01
0000069   2.6747E+02 -7.9177E+01  1.1103E+02
0000070   3.1138E+02 -1.1499E+02 -1.6849E+02
0000071   2.3475E+02 -2.6188E+00 -5.0609E+01
0000072   2.0972E+02  1.7463E+02 -1.8781E+01
0000073   1.2552E+02 -7.0214E+01  9.3508E+01
0000074   1.3752E+02 -8.3134E+01  1.1058E+01
0000075   2.4467E+02 -2.1417E+02 -1.0599E+02
0000076   1.6937E+02  2.4438E+01 -1.4747E+01
0000077   2.7520E+02  6.6726E+01 -1.8730E+02
0000078   3.9337E+02  1.0128E+01  1.0599E+02
0000079   9.5028E+01 -8.9562E+01  4.8711E+00
0000080   1.7747E+02  7.2030E+01  1.4187E+02
0000081   2.4008E+02  1.9949E+02  2.1790E+02
0000083   1.1129E+02  2.2732E+01  4.7267E+01
0000084   2.6627E+02 -6.8085E+01 -1.3332E+02
0000085   3.3680E+02 -5.5243E+01 -1.2996E+02
0000086   3.0879E+02  1.5485E+02  2.9746E+02
0000087   3.2481E+02 -1.6399E+02  1.1734E+02
0000088   2.7287E+02 -1.4901E+02  1.1214E+01
0000090   4.2020E+02  1.7702E+02  3.5425E+01
0000091   2.4114E+02 -1.9192E+02 -1.7569E+02
0000092   3.2187E+02 -5.6659E+01  1.4744E+02
0000094   3.0604E+02  2.3111E+01  1.8183E+01
0000095   7.3825E+01  2.5007E+02  1.0670E+02
0000096   1.3445E+02 -5.2165E+01  1.3600E+02
0000097   1.3698E+02  3.9107E+01 -2.6546E+01
0000098   1.7224E+02 -1.4786E+01  2.5039E+02
0000099   3.1370E+02 -5.0002E+01  6.6809E+01
0000100   2.7504E+01 -1.2081E+02  1.2877E+02
0000101   2.4114E+02  1.1782E+02  1.0303E+02
0000102   2.4695E+02  1.3570E+02  8.4890E+01
0000103   2.0112E+02 -8.5665E+01  1.7655E+01
0000104   2.5081E+02 -1.1002E+02 -1.5027E+01
0000105   3.3256E+02  9.8879E+01  1.3363E+02
0000106   2.8565E+02  1.4036E+02  7.1014E+01
0000108   2.3071E+02 -1.8102E+02 -8.8813E+01
0000109   4.6415E+01 -1.2009E+02  8.8302E+00
0000110   2.2590E+02  1.4962E+02 -8.2863E+01
0000111   3.6937E+02 -1.5724E+02  1.5745E+02
