============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.4883E+02  1.9700E+02 -8.1460E+01
0000002   1.1911E+02 -9.4868E+01  5.5114E+01
0000003   3.6439E+02  7.0463E+01  1.4436E+02
0000004   3.1951E+02  3.4275E-02  2.1966E+01
0000005   2.7836E+02 -4.3900E+01 -1.1256E+02
0000006   4.6684E+02 -5.5683E+01  1.8708E+01
0000007   3.0095E+02 -4.9785E+01 -2.6965E+02
0000008   2.1399E+02  1.2111E+02 -5.1601E+01
0000009   1.1812E+02  4.4997E+01 -1.7073E+01
0000010   1.5357E+02  2.0389E+02 -1.2762E+02
0000011   3.1230E+02  7.7124E+01  1.7826E+02
0000012   1.5394E+02  1.0244E+02  5.7250E+01
0000013   3.0944E+02  2.2958E+02  6.0434E+01
0000014   2.5040E+02 -1.2537E+02 -2.0442E+02
0000015   1.8380E+02 -7.8039E+01  1.5537E+02
0000017   1.9030E+02 -3.5704E+02 -9.1942E+01
0000018   2.8728E+02 -4.8110E+01  2.1591E+01
0000019   6.8341E+01 -3.9104E+01  2.8127E+02
0000020   6.3649E+01  1.5099E+02 -1.2513E+02
0000021   3.2320E+02  4.9383E+01 -4.1400E+01
0000022   2.1905E+02 -8.7929E+01  3.7915E+01
0000023   1.2995E+02 -1.3491E+02 -4.0148E+00
0000024   3.7705E+02  3.0659E+01  1.4128E+01
0000025   1.0336E+02  1.1582E+01  1.6756E+02
0000026   1.2701E+02 -1.2424E+02 -4.7891E+01
0000027   2.0882E+02 -9.8826E+01  2.9471E+01
0000028   2.7428E+02 -2.0075E+01  2.0992E+02
0000029   1.5550E+02 -2.4901E+01  1.7602E+02
0000030   2.9713E+02  1.8440E+01  1.0012E+02
0000031   2.5886E+02  1.0976E+02  2.4438E+02
0000034   2.5768E+02 -7.8183E+01 -1.3146E+02
0000035   1.7640E+02  1.7771E+02 -6.4817E+01
0000036   4.3601E+01 -7.4593E+01 -2.6564E+01
0000037   1.9306E+02  1.0367E+02  8.3790E+01
0000038   3.8560E+02  1.7158E+02  9.5430E+01
0000039   4.5414E+02 -6.6019E+01 -9.7851E+01
0000040   2.1669E+02 -2.1650E+02 -8.9323E+01
0000041   4.0087E+02 -4.2714E+01  2.2660E+01
0000042   8.0781E+01  1.7632E+02 -1.4194E+02
0000043   6.3654E+01  5.5462E+01 -1.0742E+01
0000044   1.4388E+02  9.6178E+01 -1.6676E+02
0000045   1.2920E+02  9.1085E+01  2.0491E+02
0000046   2.9386E+02  2.4296E+01 -8.2938E+01
0000047   7.5343E+01 -1.1015E+01  1.3725E+02
0000048   2.5182E+02  3.0772E+02  7.1305E+01
0000049   6.3572E+01 -5.3877E+00 -1.6727E+01
0000050   8.9800E+01  4.7065E+01 -6.0047E+01
0000051   7.6822E+01 -1.4129E+02  1.7774E+01
0000052   2.5267E+02  1.0278E+02 -7.4020E+01
0000053   7.5053E+01 -1.0009E+02  7.0116E+00
0000054   1.8903E+02 -3.0569E+01 -8.4969E-01
0000055   3.3434E+02 -1.8771E+02 -6.5596E+00
0000056   3.7768E+01 -3.1682E+02 -2.0613E+01
0000057   1.3266E+02  8.4747E+01 -1.5637E+01
0000058   1.1367E+02 -1.1749E+02  1.4064E+02
0000059   2.7428E+02 -1.9361E+02 -2.3565E+01
0000060   1.3977E+01 -9.4352E+00  7.1168E+01
0000061   3.5072E+02  1.1235E+01 -1.3799E+02
0000062   2.2345E+02 -2.2330E+01  4.7578E+01
0000063   2.5534E+02 -1.2584E+02  3.9526E+01
0000064   3.2596E+02 -3.7918E+01 -6.7000E+01
0000065   8.7151E+01 -2.3215E+01 -1.5677E+02
0000066   5.4504E+01  2.6216E+01  2.1718E+02
0000067   2.1782E+02 -9.1345E+01 -1.6294E+02
0000068   1.7359E+02  1.5871E+02 -3.7524E+01
0000069   3.4302E+02 -1.1111E+02 -2.2164E+01
0000070   3.4987E+02 -2.3368E+02 -4.6215E+01
0000071   3.0618E-01 -9.6367E+01  4.3835E+01
0000072   1.3113E+02 -9.5331E+01  1.5795E+02
0000073   2.8700E+02  4.8005E+01  2.1352E+02
0000074   3.8454E+02  1.8019E+02  1.7418E+01
0000075   1.5375E+02 -5.8057E+01 -4.3437E+01
0000076   5.3563E+01 -1.9414E+02  7.4322E+01
0000077   1.9058E+02 -7.0492E+01  8.0913E+01
0000078   7.2270E+01  2.3160E+01 -8.0810E+01
0000079   3.5460E+02 -3.9178E+01  7.6771E+01
0000080   2.0703E+02 -2.2750E+01  2.0648E+01
0000081   3.2750E+02  2.0644E+02 -1.6610E+02
0000082   2.1257E+02 -1.2001E+02  4.1169E+01
0000083   1.9827E+02 -2.6423E+01 -2.1809E+01
0000084   2.8331E+02  7.1108E+01  1.2325E+02
0000085   2.3358E+02 -7.2857E+01  8.8058E+01
0000086   3.3280E+02  6.1314E+01  1.0939E+02
0000087   2.2804E+02  1.2483E+02  5.6759E+01
0000089   8.1077E+01  3.1747E+01 -1.5023E+01
0000090   1.2941E+02 -5.3471E+01  1.4750E+02
0000091   1.6286E+02 -1.0710E+01 -6.8317E+01
0000092   1.0889E+02 -1.2177E+02  2.1114E+01
0000093   2.5932E+02  1.6803E+02  1.1029E+01
0000094   1.3643E+02 -1.6048E+02 -1.4673E+02
0000095   2.7318E+02 -1.1079E+01 -1.3966E+02
0000096   1.4699E+02  4.5312E+01  1.6176E+02
0000097   2.9417E+02  1.1264E+02  1.2340E+02
0000098   3.5418E+02 -4.9584E+01  1.7792E+01
0000099   8.6401E+01 -9.0884E+01 -1.0631E+02
0000100   3.4991E+02  5.1490E+01  1.2148E+02
0000101   1.1221E+02 -1.6366E+02 -1.3057E+02
0000102   4.1897E+02 -1.1876E+02 -1.8843E+01
0000103   4.6707E+02  1.6312E+02 -7.0994E+01
0000104   2.2222E+02 -8.4914E+01  3.0218E+01
0000105   1.4629E+02 -9.1884E+01  9.7696E+01
0000106   1.2221E+02  2.2913E+02 -1.9012E+02
0000107   3.1934E+02  3.0632E+02 -6.1151E+00
0000108   1.6355E+02  9.8855E+01  5.6018E-02
0000109   3.0775E+02 -8.0133E+00  3.4327E+01
0000110   2.7384E+02 -1.3206E+02 -6.0905E+01
