============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.4695E+02 -1.2709E+02  7.5721E+00
0000002   5.3962E+02 -2.8653E+02 -2.0913E+02
0000003   2.3973E+02  2.1234E+02  7.9899E+01
0000004   2.9108E+02 -4.7132E+02 -2.2635E+02
0000005   1.3343E+02  2.2635E+01  8.8286E+01
0000006   1.3434E+02  1.9125E+01  9.4425E+01
0000007   4.3245E+02  2.3455E+02 -1.9610E+02
0000008   7.2607E+02 -3.4314E+02  1.2778E+02
0000009   6.1689E+02  3.4846E+02 -1.2371E+02
0000010   5.9285E+02 -5.2701E+01  3.9925E+02
0000011   5.1688E+02  2.0985E+02  1.8349E+02
0000012   4.1376E+02 -1.2618E+01 -3.0443E+02
0000013   3.7360E+02 -3.0683E+02 -2.6207E+02
0000014   6.1273E+02 -2.3816E+02  1.9549E+02
0000015   5.8901E+02 -2.5336E+02 -2.1860E+02
0000016   8.5208E+01  1.7275E+02 -7.0108E+01
0000017   4.3278E+02  3.3769E+02 -1.6558E+02
0000018   3.3048E+02  2.2554E+02 -2.1546E+02
0000019   1.1185E+02 -1.8591E+02 -1.3896E+02
0000020   5.6538E+02  2.3006E+02 -2.7057E+02
0000021   1.0608E+02 -4.8059E+01 -9.1321E+01
0000022   5.9890E+02  1.3160E+02 -2.2887E+02
0000023   4.0213E+02 -1.8525E+02 -3.4052E+02
0000024   2.6628E+02 -2.9929E+02 -3.8644E+01
0000025   3.1887E+02 -5.2863E+01 -1.7041E+02
0000026   4.7870E+02 -1.9910E+02 -2.2683E+02
0000027   5.7415E+02  1.0095E+02 -1.4093E+02
0000028   1.2231E+02  1.1804E+02  2.8094E+02
0000029   6.1489E+02  2.4328E+02  7.5483E+00
0000030   3.2940E+02 -7.0195E+01  2.4635E+02
0000031   3.9986E+02 -2.5351E+02 -8.7310E+01
0000032   5.8195E+02  3.4015E+02 -3.9570E+02
0000033   4.2219E+02  9.9920E+01 -4.3996E+02
0000034   2.3174E+02 -1.5430E+02 -2.1799E+02
0000035   7.4639E+02  2.2382E+02 -4.2824E+01
0000036   2.9450E+02  1.2860E+02  3.8169E+01
0000037   1.9216E+02 -2.0096E+02  5.5358E+01
0000038   5.5864E+02  9.3190E+01  2.0915E+02
0000039   5.2907E+02  1.5199E+02 -1.3477E+02
0000040   4.2137E+02  7.0041E+01 -4.2632E+02
0000041   1.7431E+02  2.0134E+02 -1.8330E+02
0000042   4.0600E+02 -3.7802E+01 -2.0090E+02
0000043   4.9713E+02  1.6450E+02 -1.7293E+02
0000045   1.8631E+02  3.0930E+01  7.4224E+01
0000046   7.2619E+02  1.1361E+02  3.0828E+02
0000047   9.1645E+02  1.2475E+02 -3.9021E+01
0000048   6.5859E+02 -3.0973E+02  1.9208E+02
0000049   2.3327E+02  1.6629E+02 -4.4202E+01
0000050   2.5109E+02 -2.1834E+02 -4.0253E+02
0000051   6.8675E+02 -1.4875E+02 -1.0511E+02
0000052   4.9425E+02 -8.6465E+01  2.6703E+02
0000053   6.3358E+02 -6.3544E+00 -1.9068E+02
0000054   1.5309E+02 -2.2381E+02 -1.3645E+02
0000056   4.7628E+02 -2.7745E+01 -2.8034E+02
0000057   7.8794E+02  3.8882E+02 -1.1826E+02
0000059   3.2032E+02  1.9690E+02  1.5019E+02
0000060   8.9686E+01  1.7519E+02 -2.0465E+02
0000061   1.2876E+02 -3.4449E+01  2.9005E+02
0000062   3.8259E+02  1.3614E+02 -1.4680E+02
0000063   6.0842E+02  1.3222E+01 -1.3667E+02
0000064   1.1098E+02 -6.2831E+01 -1.1469E+02
0000065   3.6519E+02  3.9754E+02  7.4246E+01
0000066   8.4375E+02  1.2155E+02  8.5340E+01
0000068   2.1854E+01  7.0903E+01 -4.5580E+01
0000069   1.8639E+02 -2.8706E+02 -4.1158E+01
0000070   2.1648E+02  2.3383E+02 -4.9893E+01
0000071   6.6726E+02  1.9073E+02 -3.0941E+02
0000072   6.9211E+02  2.9271E+02 -7.7762E+01
0000073   4.0640E+02  4.2551E+01 -2.7855E+02
0000074   1.4194E+02 -2.5683E+01 -5.2379E+02
0000075   4.4320E+02  9.3934E+01 -1.1751E+02
0000076   4.4452E+02 -2.4126E+01 -6.0280E+02
0000077   6.1556E+02  1.8421E+02  4.5254E+01
0000078   7.8896E+02 -1.0650E+02 -1.2973E+02
0000079   2.5806E+02  3.0507E+02  1.2008E+02
0000080   4.5661E+02 -4.6205E+02 -1.3943E+02
0000081   2.6117E+02  8.4864E+01  5.8804E+01
0000082   3.5958E+02  5.3590E+01 -1.1917E+01
0000083   5.0821E+02  1.7197E+02 -3.0322E+02
0000084   5.3027E+02  2.7335E+02 -3.2228E+02
0000085   1.3215E+02  2.5717E+02 -3.8181E+02
0000086   7.1779E+02 -4.2968E+01  2.4022E+02
0000088   3.1597E+02  9.4194E+01 -2.3884E+02
0000089   3.0542E+02  4.2667E+02 -4.3291E+01
0000090   5.9342E+02  4.9975E+01  4.8690E+02
0000091   4.6564E+02  2.0395E+02  1.5341E+02
0000092   4.3097E+02  9.9531E+01  4.8247E+02
0000093   1.3875E+02 -1.7673E+02  6.9308E+00
0000094   6.5357E+02  3.0318E+02  2.4605E+02
0000095   6.3604E+02  2.2044E+02 -2.6541E+02
0000096   1.2952E+02 -6.1216E+01 -2.8519E+01
0000097   5.1715E+02 -1.7534E+02  1.0807E+02
0000098   1.3436E+01 -1.1666E+02 -1.2072E+02
0000099   3.3054E+02 -6.1370E+01 -2.9305E+00
0000100   3.3455E+02 -1.8085E+01 -2.4224E+02
0000101   7.8149E+02 -5.2705E+01 -6.2655E+00
0000102   5.8294E+02 -1.8327E+01  7.2296E+01
0000103   2.5844E+02  1.6343E+02  3.1118E+01
0000104   5.5168E+02 -1.3085E+02 -2.6840E+02
0000106   6.5774E+01 -5.4522E+00 -2.3970E+02
0000107   2.6114E+02 -4.6595E+02  2.1553E+02
0000108   5.8665E+02  4.1216E+02  1.6084E+02
0000109   2.8111E+02  1.0296E+02  3.0918E+02
0000110   4.7799E+02  4.2412E+02  2.3330E+02
0000111   6.2645E+02 -4.7227E+01  4.2818E+01
0000112   2.5171E+02  1.1314E+02 -7.3748E+01
