============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.3132E+02 -1.2023E+02  1.3062E+02
0000002   4.0861E+02  1.7157E+02 -2.0271E+02
0000003   1.8992E+02  2.1421E+02 -6.8701E+01
0000004   2.8310E+02  1.5948E+02 -4.7369E+02
0000005   5.1293E+02  4.5341E+01  1.4857E+01
0000006   1.7839E+02 -8.9913E+00 -2.0378E+02
0000007   6.0966E+02 -1.2218E+02 -4.6639E+02
0000008   1.8123E+02  4.1806E+02  4.4634E+02
0000009   3.5155E+02 -3.9463E+02  1.8135E+01
0000010   2.4404E+02  7.0048E+01  1.3833E+01
0000011   2.9986E+02  1.1144E+02  3.8044E+02
0000012   4.9969E+02 -1.6508E+01  4.5069E+02
0000013   3.5902E+02  3.5543E+02 -1.8672E+02
0000014   5.0932E+02 -1.2014E+02 -1.1364E+02
0000015   4.3284E+01  2.8125E+01 -9.2097E+01
0000016   3.7928E+02  7.0719E+01  3.1356E+02
0000017   4.2982E+02 -2.7880E+02 -1.3992E+02
0000018   6.1382E+02  3.8122E+01  4.2284E+02
0000019   1.9276E+02 -1.5609E+02  2.0138E+02
0000020   5.4160E+02 -4.9603E+01 -4.0358E+02
0000021   3.0740E+02  5.2442E+02 -1.5592E+02
0000022   5.3944E+02 -9.4502E+01 -2.1694E+02
0000023   2.7420E+02  5.5120E+00 -1.0157E+01
0000024   1.5245E+02 -1.5433E+02  9.6331E+01
0000025   5.3202E+02  2.2465E+02  1.0856E+02
0000026   5.8190E+02 -7.0705E+01 -1.2216E+02
0000027   7.7523E+02 -2.3354E+02  8.7196E+01
0000028   4.0257E+02 -1.7706E+02  5.3039E+01
0000029   4.5868E+02  2.4874E+02  3.0988E+02
0000030   4.6413E+02 -3.0744E+01  8.2141E+01
0000031   5.7037E+02 -1.9423E+02 -7.7629E+01
0000032   1.1969E+02  4.8897E+02  1.6294E+01
0000033   2.8126E+02 -3.3549E+02  3.2056E+02
0000034   4.4082E+02 -2.8882E+01  4.4627E+01
0000035   3.2359E+02 -3.9469E+01  1.0295E+02
0000036   7.0330E+02 -6.4301E+02 -7.2601E+01
0000037   2.3031E+02 -1.3539E+02  1.6259E+02
0000038   3.3678E+02  2.7710E+02  3.3872E+01
0000039   1.4239E+02  5.1420E+02 -3.6961E+02
0000041   8.5308E+02 -2.8471E+02  1.5670E+02
0000042   2.6052E+02  1.4778E+00 -1.9059E+02
0000043   4.1356E+02 -1.2204E+02  1.6526E+02
0000044   4.0599E+02  2.5650E+02  3.1717E+02
0000045   3.0288E+01 -8.8444E+01 -5.3470E+01
0000046   1.5128E+02 -9.3800E+01 -1.2091E+02
0000047   4.7189E+02 -7.5316E+01 -3.1323E+02
0000048   1.6354E+02  1.4801E+02 -5.1956E+01
0000049   3.0348E+02 -1.6017E+02 -4.3893E+02
0000050   4.7205E+02  1.0506E+02 -1.7150E+02
0000051   5.7945E+02  3.1979E+02 -1.6584E+02
0000052   3.7157E+02 -2.0093E+00 -1.4118E+02
0000054   1.9944E+02 -8.6369E+01  4.8817E+02
0000055   4.1462E+02 -3.7749E+02  2.6161E+02
0000056   1.5307E+02  3.2978E+02  2.0913E+02
0000057   6.7224E+02  1.1647E+02 -1.1142E+02
0000058   3.8032E+02  1.4431E+02 -1.6814E+02
0000059   1.3372E+02  4.6636E+02 -1.8663E+01
0000060   6.1032E+02 -1.1134E+02 -7.2555E+01
0000061   1.3219E+02 -9.6733E+01 -2.1651E+02
0000062   7.8937E+02 -1.9798E+02  3.4318E+02
0000063   2.7615E+02  2.1615E+02 -1.2798E+02
0000064   2.9780E+02  5.8878E+01  1.8478E+02
0000065   7.8122E+02  8.9671E+01  2.4179E+02
0000066   2.7844E+02  1.3553E+02  7.7475E+01
0000067   2.3588E+02  1.0931E+02 -3.2134E+01
0000069   3.2098E+02  8.2949E+01 -4.7504E+02
0000070   4.6531E+02  7.6760E+00 -4.1299E+00
0000071   2.0555E+02 -2.1999E+02 -1.4521E+02
0000072   6.9604E+02 -6.9536E+01  2.0534E+02
0000073   6.4328E+02  3.9113E+01  2.8756E+01
0000074   4.7694E+02  3.0411E+02 -2.7256E+01
0000075   4.2853E+02 -3.9299E+01 -1.6535E+02
0000076   3.6980E+02  3.6652E+02  1.7321E+01
0000077   4.4780E+02  4.4434E+02 -1.1084E+02
0000078   3.0213E+02 -4.2569E+02  2.5515E+01
0000079   3.9213E+02 -4.1847E+02 -3.7810E+02
0000081   4.5861E+02 -1.0261E+02 -2.2466E+01
0000082   6.4740E+02 -3.4611E+02  6.3928E+01
0000083   2.2243E+02  6.5245E+01 -2.3177E+02
0000084   6.7288E+02 -1.1608E+02 -2.5359E+02
0000085   2.4919E+02 -6.4843E+01  1.2410E+02
0000086   4.2067E+02  2.4203E+02  2.7448E+01
0000087   1.0284E+02  1.3301E+02 -3.5526E+01
0000088   2.2745E+02 -1.3890E+02 -2.3792E+02
0000089   2.9340E+02  8.0305E+00  6.0691E+01
0000090   2.4558E+02 -3.1327E+02 -3.4767E+02
0000091   6.1394E+02 -3.2798E+02 -6.3509E+01
0000092   3.6739E+02 -2.5184E+02 -3.6276E+02
0000093   3.8887E+02 -1.5662E+02  9.4779E+00
0000094   3.1083E+02 -1.6252E+02  1.6966E+02
0000095   4.8053E+02 -3.6609E+01 -2.4822E+02
0000096   3.2414E+02 -1.0126E+02 -1.2134E+02
0000097   5.6222E+02  1.3724E+02 -3.6268E+02
0000098   1.4807E+02  2.3837E+02  1.3893E+02
0000099   3.7409E+02  5.2926E+02  4.5238E+01
0000100   6.1201E+02  2.2327E+02  2.2791E+01
0000101   5.6599E+02  1.9198E+02 -4.6966E+02
0000103   3.6299E+02  1.9388E+02 -2.3667E+02
0000105   4.8498E+02  2.2426E+02 -4.2646E+02
0000106   5.8744E+02 -3.0752E+02 -1.4300E+02
0000107   3.1390E+02 -1.2258E+02 -1.6288E+02
0000108   4.9177E+02 -7.5349E+01  2.0634E+02
0000109   2.9207E+02  9.5320E+01  4.7958E+00
0000110   3.2357E+02  7.3480E+01 -7.0401E+01
0000111   2.1603E+02 -1.9710E+02 -3.8137E+01
0000112   3.8933E+02  3.1898E+02  1.5868E+01
