============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.2712E+02  1.0156E+02  2.5969E+02
0000002   6.1301E+02 -9.0546E+01  3.4602E+01
0000003   3.0368E+02 -4.4038E+01  1.6797E+02
0000004   1.9139E+02 -6.7104E+00  8.4366E+01
0000005   8.4269E+02 -3.0921E+01  1.8774E+02
0000006   2.6266E+02  4.2426E+01 -2.0148E+02
0000007   4.3938E+02  1.7170E+02 -1.6102E+02
0000008   5.7471E+02 -3.8853E+01  9.9466E+01
0000009   5.9012E+01 -2.1975E+02  1.7445E+02
0000010   4.0563E+02 -4.5293E+02  1.5552E+02
0000011   4.1098E+02  2.5017E+02  4.0360E+02
0000012   2.9036E+02  2.3572E+02  3.4997E+02
0000013   8.1900E+02 -1.3996E+02  3.7985E+02
0000014   1.3155E+02  2.3053E+02 -5.3175E+02
0000015   6.3381E+02  2.7267E+02  2.0111E+02
0000016   1.8252E+02  6.7084E+01 -3.9669E+01
0000017   2.5966E+02  3.9352E+02  2.4709E+02
0000018   2.6985E+02  3.4853E+02 -1.3864E+02
0000020   4.6827E+02  5.0477E+01  2.4262E+01
0000021   3.3128E+02  2.9992E+02  2.2080E+01
0000022   2.4756E+02  5.2426E+02 -2.0047E+02
0000023   4.9015E+02 -1.8007E+02 -4.2846E+01
0000024   3.7670E+02 -1.1519E+02 -1.0708E+01
0000025   1.1767E+02 -1.6634E+02  2.8416E+02
0000026   5.7400E+02  1.5156E+02 -4.4972E+02
0000027   5.4862E+02 -3.4124E+02  2.2301E+02
0000028   4.6147E+02  2.5077E+02  1.1883E+02
0000029   9.6400E+02  1.1511E+02  2.5247E+02
0000030   2.8890E+02 -3.0705E+02 -8.7747E+01
0000031   5.5441E+02 -4.5423E+02 -2.7805E+02
0000032   1.7190E+02  1.9149E+02  3.5723E+02
0000033   2.9994E+02  5.6205E+01 -3.1297E+02
0000034   2.3358E+02 -5.3629E+02  9.8766E+01
0000035   2.4510E+02 -1.4376E+02  1.3961E+02
0000037   1.5336E+02 -1.9558E+02 -4.0997E+02
0000038   2.9473E+02 -1.4678E+02  4.7041E+02
0000039   1.5542E+02 -2.9766E+01 -2.5558E+02
0000040   3.8110E+02 -9.8897E+01 -8.8408E+01
0000041   5.5516E+02 -1.0740E+02  1.7521E+00
0000042   6.3629E+02  1.1138E+02 -1.2922E+02
0000043   6.8274E+02 -6.1182E+01  3.1135E+01
0000044   5.1962E+02 -1.8641E+02 -3.0457E+02
0000045   2.0983E+02  5.2242E+01  3.1957E+02
0000046   3.9594E+02  1.0565E+02  5.3422E+02
0000047   3.9934E+02  2.1433E+01  9.3265E+01
0000048   3.2698E+02 -2.4518E+02 -3.3021E+02
0000049   3.7573E+02 -2.5972E+02 -1.8595E+02
0000050   1.0319E+02  4.5064E+02  9.5294E+01
0000051   5.9836E+02 -1.0807E+02  1.7021E+02
0000052   5.8335E+02  4.3171E+02 -5.8947E+01
0000053   2.9351E+02 -2.3217E+01  2.8240E+02
0000054   4.8476E+02 -4.3587E+02  2.0084E+02
0000055   3.6675E+02  5.9044E+02 -4.7699E+01
0000056   5.9522E+02  2.4828E+01  8.4776E+01
0000057   2.3301E+02 -1.4363E+02  3.7409E+01
0000058   6.4909E+02 -1.1117E+02  8.1459E+01
0000059   1.5189E+02  2.6005E+02  2.1766E+01
0000060   1.1581E+02  7.2144E+01  1.5183E+02
0000061   4.8406E+02  3.0781E+01 -2.6835E+02
0000062   6.4092E+02  1.7816E+02  1.9205E+01
0000063   3.6069E+02 -8.0395E+01 -5.9884E-01
0000064   2.9663E+02 -2.1804E+02  2.1389E+02
0000065   1.4092E+02 -8.4608E+00  9.7443E+01
0000066   8.7622E+02  8.3000E+00  1.2507E+02
0000067   4.6052E+02  2.8138E+02 -1.7951E+02
0000069   9.2014E+02  5.5539E+01 -1.2809E+02
0000070   4.4062E+02  4.0683E+02 -3.2930E+02
0000071   5.1372E+02  2.5953E+01  2.8485E+02
0000072   8.7486E+01  6.6660E+01  2.2179E+02
0000073   4.2040E+02 -1.6053E+02 -3.2006E+02
0000074   3.5521E+02 -1.5133E+02  5.1661E+02
0000075   7.0303E+02 -1.0761E+02 -1.4452E+02
0000076   9.3222E+02 -4.7264E+02 -1.7131E+02
0000077   5.5826E+02 -2.8279E+02 -1.7432E+02
0000078   2.5506E+02 -3.4310E+02 -3.4104E+02
0000079   6.2521E+02 -8.3582E+01  1.7814E+02
0000080   5.7277E+02 -3.4908E+02 -1.7877E+02
0000081   3.5106E+02  1.6407E+02 -6.3525E+02
0000082   3.5868E+02 -2.1787E+02  1.0389E+02
0000083   3.5807E+02  1.1342E+02  1.2234E+02
0000084   8.5971E+02  1.5343E+02  3.5323E+01
0000085   8.1216E+01  1.6088E+02  2.6092E+02
0000086   1.1996E+02 -7.6526E+01 -1.1027E+02
0000087   1.3968E+02 -2.1416E+02 -1.2878E+02
0000088   4.3289E+01  1.6348E+02 -6.9395E+01
0000089   1.9322E+02  3.6711E+01  3.4179E+01
0000090   2.3097E+02 -2.9511E+02  8.6356E+01
0000091   5.6192E+02 -2.2116E+02 -5.3687E+01
0000092   7.1003E+02 -4.2100E+01 -3.8106E+01
0000093   4.5066E+02  3.1838E+02 -1.9321E+02
0000094   5.7384E+02  1.9355E+02  1.6388E+02
0000095   1.7125E+02 -1.7712E+01  3.0779E+02
0000096   3.7859E+02 -1.6411E+02 -2.6880E+02
0000097   7.6100E+02 -1.5906E+02 -1.0162E+01
0000098   4.4294E+02  1.5849E+02  9.5022E+01
0000099   2.0028E+02 -3.3125E+01  2.0776E+02
0000100   6.5688E+01 -9.0691E+00 -1.9612E+01
0000101   7.6938E+02  2.0963E+02  2.8800E+02
0000102   5.7431E+02  9.9739E+01 -3.3922E+02
0000103   4.1277E+02 -1.8215E+02 -1.0332E+02
0000104   2.9727E+02  1.1768E+02  3.6447E+02
0000106   2.5951E+02  1.1666E+02 -1.2365E+02
0000107   2.2144E+02  1.6183E+02 -5.7722E+02
0000108   5.4339E+02 -2.8800E+02 -2.5185E+02
0000109   3.8211E+02  1.7093E+02 -3.4903E+02
0000110   5.6339E+02 -1.1504E+02 -1.6837E+02
