============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.0400E+01  1.9690E+01  8.4371E+01
0000002   2.9858E+02  6.9555E+01  1.5060E+02
0000003   1.6917E+02 -5.8082E+01  6.8924E+01
0000004   2.5495E+02 -7.1532E+01 -9.7862E+01
0000005   2.5236E+02  1.6907E+02 -1.4391E+02
0000006   2.4100E+02 -1.3880E+02  5.4258E+01
0000007   1.2454E+02 -6.6671E-01 -1.1287E+02
0000008   2.6074E+02  1.3962E+02  2.6424E+00
0000009   4.6063E+02 -5.8149E+01 -8.1679E+01
0000010   1.2201E+02  6.1454E+01 -8.3874E+00
0000011   2.5878E+02  2.2545E+02  4.1299E+00
0000012   1.2346E+02  5.8793E+01 -1.1941E+02
0000013   2.9511E+02  6.1954E+01 -1.0120E+02
0000014   3.9881E+02 -5.7791E+01  3.7941E+01
0000015   1.7118E+02 -3.4775E+01  5.2029E+01
0000016   2.8136E+01 -2.3666E+02  1.0343E+02
0000018   2.9696E+02  1.5612E+02 -2.4291E+02
0000019   2.1745E+02  7.4716E-01  4.5640E+01
0000020   1.4600E+02 -1.2983E+02 -2.1028E+02
0000021   2.3959E+02 -1.0654E+02 -4.1175E+01
0000022   1.5021E+02 -2.3744E+02 -8.3380E+00
0000023   3.1548E+02 -2.2141E+00 -1.2586E+02
0000024   2.6207E+02  3.2990E+01  4.7290E+01
0000025   6.7208E+01  8.8148E+01  3.1510E+01
0000026   5.1831E+01  1.7645E+02 -6.0446E+01
0000027   1.7660E+02 -3.1386E+01  6.9320E+01
0000029   3.4250E+02 -3.1337E+02  6.2108E+01
0000030   5.2333E+01 -1.6804E+02  6.0098E+01
0000031   6.4611E+01  3.1192E+01 -6.6639E+00
0000032   8.4963E+01 -8.4312E+01 -8.4038E+00
0000033   5.5494E+01 -4.1765E+01 -1.3260E+02
0000034   3.2805E+02 -5.2982E+01 -7.4550E+01
0000035   3.4492E+02  2.7696E+02  1.2379E+02
0000036   4.1264E+02  1.5383E+01 -2.1924E+02
0000037   1.5725E+02 -4.0346E+01 -2.0125E+02
0000038   5.1857E+01  9.3714E+01  1.6232E+02
0000039   2.2647E+02 -1.0195E+02 -7.6745E+00
0000040   3.2965E+02  1.4510E+02 -5.4743E+01
0000041   1.8888E+02 -5.9581E+01  1.4009E+02
0000042   2.7380E+01 -7.3700E+01 -1.8929E+02
0000043   4.5877E+02  1.5922E+02  6.7130E+01
0000044   1.7330E+02 -9.3060E+01 -2.4003E+01
0000045   3.7358E+02 -1.6259E+02  9.6419E+01
0000046   1.0827E+02  7.9465E+01 -4.1019E+01
0000047   3.4431E+02  1.4514E+02 -7.3993E+01
0000048   3.0148E+02  1.2752E+02 -6.1638E+01
0000049   2.7613E+02  5.6262E+01 -5.2128E+01
0000050   3.2332E+02 -1.0017E+02 -4.8949E+01
0000051   5.3896E+01 -8.5026E+01  1.1220E+01
0000052   2.0635E+02  3.0547E+01 -2.4266E+02
0000053   1.1784E+02 -1.3891E+01  1.7915E+02
0000054   1.7459E+02 -7.3301E+00  3.4489E+01
0000055   2.2992E+02 -1.2310E+02 -2.2118E+02
0000056   2.1009E+02  1.5161E+02 -2.9019E+01
0000057   3.7059E+02 -7.0721E+01  9.9755E+01
0000058   5.0764E+01  6.6707E+01 -2.2628E+01
0000059   2.2938E+02 -8.2060E+01  1.0321E+02
0000060   4.5386E+02  9.5901E+01  1.8978E+02
0000061   1.0215E+02 -1.2443E+02  1.1001E+01
0000062   1.7662E+02  6.7726E+01  3.5256E+01
0000063   3.0311E+02  9.8118E+01 -1.8331E+02
0000064   3.8057E+02  6.6687E+01  3.1236E+01
0000065   5.1560E+02 -1.0219E+02 -1.4539E+02
0000066   1.7380E+01 -7.5014E+01  3.5012E+01
0000067   8.0151E+01  9.2516E+01  6.5352E+01
0000068   1.9696E+02  1.3997E+02  7.6831E+01
0000069   3.5071E+02  1.2109E+02 -4.2573E+00
0000070   2.6220E+02  1.2381E+02 -5.1355E+01
0000072   7.3580E+01  1.6452E+02  4.2950E+00
0000073   2.5873E+02  2.4266E+01  3.6477E+01
0000074   3.3317E+02 -1.0400E+02  4.8539E+01
0000075   1.7478E+02 -4.3905E+01 -1.7742E+00
0000076   2.7951E+02 -6.0628E+01 -2.5100E+01
0000077   2.2751E+02 -1.5427E+01  1.9374E+02
0000078   1.3240E+01 -1.7130E+02  2.9735E+02
0000079   2.9763E+02 -8.0481E+01  2.0845E+01
0000080   7.1534E+01  2.2057E+02  2.8391E+01
0000081   9.2380E+01  1.3614E+01 -5.7893E+01
0000082   1.5168E+02 -3.9494E+02  1.7584E+02
0000083   1.0051E+02 -2.9684E+02 -4.6530E+00
0000084   2.5234E+02  4.1905E+00  1.0968E+02
0000085   1.7653E+02  6.1917E+01 -2.2077E+02
0000086   2.5815E+02 -1.0923E+02  2.3736E+01
0000087   2.4449E+02 -1.0862E+02  5.4665E+01
0000088   2.6093E+02 -1.0767E+02 -2.1506E+02
0000089   1.0095E+02  2.6219E+02  3.5608E+01
0000090   3.0906E+02 -1.1793E+01  3.1112E+00
0000091   2.5561E+02  2.7067E+01 -7.3068E+01
0000092   2.2757E+02  6.2967E+00 -3.1987E+02
0000093   2.3950E+02 -9.9950E+01  3.2601E+01
0000094   2.3386E+02 -8.4263E+01 -1.1206E+02
0000095   2.6425E+02  5.1281E+01 -8.7782E+01
0000096   8.3593E+01 -5.8572E+01 -1.0309E+02
0000097   7.8196E+01  1.7946E+02 -6.0699E+01
0000098   1.4958E+02  1.2337E+02  5.2037E+01
0000100   8.3226E+01  1.8157E+02 -4.2599E+01
0000101   4.6230E+01 -2.4035E+02 -4.3073E+01
0000102   3.4833E+02  8.2178E+01  1.6304E+02
0000103   2.9397E+02  6.4169E+00 -1.4408E+02
0000104   8.2217E+01 -1.1884E+02 -1.5704E+01
0000105   3.2876E+02  7.2229E+01 -1.1215E+02
0000106   1.6007E+02 -7.3950E+01  6.3928E+01
0000107   2.5045E+01 -5.4325E+01 -2.0359E+01
0000108   3.0061E+02  3.6987E+01  8.1624E-01
0000110   1.4158E+02 -1.5581E+02  1.0149E+02
0000111   3.4524E+02 -8.0157E+01 -2.1295E+02
