============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.2076E+02 -8.9315E+00 -1.0507E+02
0000002   8.1194E+01 -7.5406E+01  4.3437E+00
0000003   1.5918E+02  1.7247E+02 -1.5974E+02
0000004   2.0481E+02 -2.9575E+00  8.5871E+01
0000005   8.1267E+01  2.5729E+02  2.4411E+01
0000006   2.2550E+02  2.4479E+02  1.7659E+02
0000007   4.2511E+02 -4.7761E+01  1.0348E+02
0000008   3.6827E+02 -1.0671E+02 -1.9896E+02
0000009   2.0950E+02  2.3086E+02 -2.0335E+01
0000010   1.3081E+02 -1.0426E+02 -8.1522E+01
0000011   5.9867E+01 -1.2771E+02  7.6918E+01
0000012   3.6655E+02  4.5016E+01  1.0777E+02
0000013   3.7953E+02 -3.1479E+01 -1.1924E+02
0000014   1.6578E+01 -7.0980E+00 -5.5709E+01
0000015   1.2444E+02  4.4698E+01 -1.1771E+02
0000016   1.0407E+02  9.4408E+01  1.5207E+01
0000017   3.2501E+02  1.0432E+02  3.6593E+01
0000018   1.6964E+02  2.6494E+02  1.0542E+02
0000019   2.1774E+02 -8.8110E+01  1.3603E+02
0000020   7.7588E+01  3.0071E+02 -1.0864E+02
0000021   1.9617E+02  1.2906E+02 -1.4116E+02
0000022   2.0101E+02 -2.9450E+01  1.1581E+02
0000024   3.3586E+02  3.5106E+01 -6.4371E+01
0000025   1.9742E+02 -4.8795E+01  9.2443E+01
0000026   1.0978E+02  5.5823E+01  1.1277E+02
0000027   2.6970E+02 -1.7026E+02 -2.7580E+02
0000029   1.7758E+02 -6.6832E+01  1.1053E+02
0000030   2.6579E+02 -1.6684E+01  1.1781E+02
0000031   2.9375E+02  2.0892E+01 -1.8430E+02
0000032   3.2558E+02  2.2652E+01  1.7625E+02
0000033   2.1846E+02  1.3743E+02  1.0352E+02
0000035   1.6407E+02  1.5950E+01 -1.2462E+02
0000036   1.7074E+02 -1.6695E+02  8.9491E+01
0000037   2.4023E+02  9.9589E+01 -1.5842E+01
0000038   1.4423E+02  1.6380E+02  1.5366E+01
0000039   1.7764E+01  4.2243E+01  7.1377E+01
0000040   1.4377E+02  1.8812E+02  7.3624E+00
0000042   1.0339E+02 -1.0229E+02 -1.3344E+02
0000044   2.4018E+02 -3.4989E+01 -1.2445E+02
0000045   1.6804E+02 -6.2731E+00  1.2097E+02
0000047   1.9553E+02  2.5608E+02 -6.9285E+01
0000048   3.5000E+02  8.6064E+01 -1.0051E+02
0000049   3.1537E+02 -1.4647E+02  1.7482E+00
0000050   1.3208E+02  5.8581E+00 -3.9590E+01
0000051   8.5313E+00  8.9978E+01  1.7539E+02
0000052   1.6040E+02  1.0603E+02 -2.1530E+02
0000053   3.2766E+02  2.7589E+01  1.2802E+02
0000054   4.7696E+02 -1.5567E+02  3.4157E-01
0000055   3.2848E+02  1.7886E+02  1.5050E+02
0000056   1.0601E+02 -5.1555E+01  3.5526E+01
0000057   1.7566E+02  2.1968E+02  7.0266E+01
0000058   1.7305E+02  5.7575E+01  4.1688E+00
0000059   1.5793E+02  1.1830E+02  1.9368E+02
0000060   1.4310E+02  9.8719E+01  1.0031E+02
0000061   2.1603E+02 -1.8053E+02 -1.7595E+02
0000062   2.4787E+02 -1.4251E+02 -5.6057E+01
0000063   6.5007E+01  4.7141E+01  6.3881E+01
0000064   6.8836E+01 -1.9159E+02  1.7777E+01
0000065   1.7005E+02  2.6867E+01  1.9246E+02
0000066   2.3464E+02  9.2155E+00 -1.0114E+02
0000067   3.0936E+02  1.2577E+02  7.8430E+00
0000068   2.5568E+02 -1.1558E+02  2.7450E+01
0000069   1.3066E+02  1.5545E+02 -5.2806E+01
0000070   3.1087E+01  2.1570E+02 -4.7136E+01
0000071   1.7598E+02 -8.0463E+01 -9.5888E+00
0000072   3.0751E+02  7.2253E+01 -5.9944E+01
0000073   1.4693E+02  8.6884E+01  1.5492E+02
0000074   1.5998E+02  1.9438E+01  1.0448E+01
0000075   3.3858E+01 -1.2166E+02 -1.1917E+02
0000076   1.7121E+02  4.0649E+01  2.6353E+01
0000077   3.1031E+02  7.0561E+01 -1.3045E+02
0000078   1.7871E+02  5.7941E+01 -3.9280E+02
0000079   4.1764E+02 -1.3840E+02 -1.1734E+01
0000080   3.3404E+02 -1.7075E+02 -3.0456E+02
0000081   9.3895E+01 -1.7625E+02 -6.7911E+01
0000082   1.4690E+02  1.4047E+02  1.3067E+02
0000083   1.8045E+02 -7.2078E+01 -1.4321E+02
0000084   1.7817E+02  6.3264E+01 -3.1219E+01
0000085   1.3834E+02 -1.9988E+02  1.1250E+02
0000086   3.6946E+02 -6.8307E+01 -8.9288E+01
0000087   3.9626E+02 -3.0560E+01  1.2999E+02
0000088   4.2597E+01 -2.2924E+00  2.0683E+01
0000089   2.7325E+02  7.0152E+00  1.0082E+02
0000090   2.1001E+02  1.0296E+02 -3.1346E+02
0000091   2.0730E+02 -1.2327E+01 -8.3095E+01
0000092   1.8249E+02  1.3770E+02 -4.1799E+01
0000093   1.8974E+02 -1.0328E+02 -2.1468E+02
0000094   1.9753E+02  1.1319E+02  2.1843E+01
0000095   1.9143E+02 -1.3190E+02 -7.3473E+01
0000096   2.3020E+02 -1.6664E+02  1.7475E+02
0000097   5.2444E+01 -1.0112E+02  5.5705E+00
0000098   3.1553E+02 -1.1058E+02 -5.2912E+01
0000099   2.5626E+02 -5.6296E+01  4.5702E+01
0000101   1.0918E+02  1.3491E+02  2.4857E+01
0000102   2.2894E+02 -5.8078E+00  1.2731E+01
0000103   9.4265E+01  1.1387E+01 -1.0486E+02
0000104   2.2935E+02 -1.8205E+02  1.1072E+02
0000105   2.2350E+02  1.9221E+01 -1.5806E+01
0000106   3.1241E+02 -1.3055E+02  1.1262E+02
0000107   2.3358E+02  6.7922E+01 -1.0718E+02
0000108   1.0095E+02 -2.4465E+01 -9.3308E+01
0000109   2.8008E+02 -2.4367E+02  1.4506E+02
0000110   3.0716E+02 -6.3023E+01  5.3941E+01
0000111   1.4552E+02 -3.4006E+02  1.3594E+02
0000112   3.4332E+02 -1.0648E+02  1.0895E+01
0000113   2.6767E+02  1.0005E+02  2.0610E+02
0000114   6.7487E+01 -1.0165E+02  2.9194E+01
