============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   6.7485E+01  8.2515E+01 -3.7777E+01
0000002   3.9458E+02  1.6803E+02  1.1351E+02
0000003   8.8482E+01  6.6526E+00 -1.4517E+02
0000004   2.9745E+02  3.6405E+01  7.0188E+01
0000005   4.4491E+02  9.0311E+01 -9.2537E+01
0000006   2.4180E+02 -1.5919E+02 -1.4175E+01
0000007   3.4473E+01  4.3896E+01 -5.3150E+01
0000009   2.0619E+02 -2.5097E+01  5.3395E+01
0000010   4.7821E+01 -2.2916E+02 -1.7316E+01
0000011   1.5877E+02  8.2181E+00 -5.9981E+01
0000012   3.3425E+02 -1.2570E+01 -1.5825E+02
0000013   2.1160E+02 -4.3111E+01  3.2382E+01
0000014   2.5777E+02 -8.7813E+01 -7.8532E+01
0000015   5.9010E+01 -7.0715E+01 -5.1235E+01
0000016   1.7763E+02  7.4202E+01 -2.9885E+01
0000017   1.5674E+02  2.8195E+01 -1.3659E+02
0000018   5.4937E+01 -2.7508E+00 -1.3605E+02
0000019   1.3525E+02 -8.6124E+01  5.8636E+01
0000020   1.8015E+02 -5.8395E+01 -8.4428E+01
0000021   1.9615E+02  1.3000E+02 -6.6703E+01
0000022   3.5741E+02 -3.3456E+01  2.5645E+02
0000023   3.5087E+02 -2.0932E+02 -1.2101E+02
0000024   2.8693E+02  1.1409E+02  7.1436E+01
0000025   2.1032E+02 -6.4943E+01 -6.5911E+01
0000026   2.7506E+02 -1.6006E+01 -9.2925E+01
0000027   1.8985E+02  1.1001E+02 -1.6472E+02
0000028   1.3827E+02 -1.6015E+01  2.6369E+02
0000029   2.1492E+02  4.6663E+01 -1.3728E+02
0000030   2.3980E+02 -2.1336E+02 -6.9893E+01
0000031   1.1879E+02  1.4658E+02  6.7441E+01
0000032   1.8414E+02 -4.4051E+01 -1.5350E+02
0000033   8.5654E+01 -1.2182E+02  1.7355E+02
0000034   4.9979E+02 -1.8613E+02 -2.1586E+02
0000036   2.5381E+02 -3.3186E+02  1.1569E+02
0000037   1.4000E+02 -5.2960E+01  1.5387E+02
0000038   3.0699E+02 -3.0711E+02 -1.9053E+02
0000039   3.2556E+02  2.9688E+01 -1.4538E+01
0000041   2.4688E+02 -1.2654E+01  2.1395E+01
0000043   9.3104E+01 -1.2358E+01 -4.7453E+01
0000044   1.8916E+02 -2.2156E+01  3.3750E+01
0000045   2.5672E+02 -4.6225E+01 -2.8660E+01
0000046   2.8658E+02 -1.3589E+02  1.7629E+02
0000047   2.4815E+02  1.3801E+02  1.0574E+02
0000048   1.7563E+02 -5.0375E+01 -2.1216E+02
0000049   1.9212E+02 -4.1515E+01  1.6074E+01
0000050   9.6733E+01 -7.6749E+01 -1.9748E+02
0000051   2.6833E+02 -5.3406E+01 -5.7592E+01
0000052   1.8806E+02 -1.2582E+01  1.9737E+02
0000053   1.7237E+02 -1.4270E+02  1.5533E+02
0000054   1.7762E+02  9.3891E+01  5.2317E+01
0000055   4.5303E+02  1.7948E+02  1.1969E+01
0000056   2.8813E+02 -2.0679E+02  7.1161E+01
0000057   2.2058E+02  5.7953E+01 -2.2460E+01
0000058   1.9872E+02  7.1554E+01 -1.7754E+01
0000059   7.3847E+01  5.6709E+01  5.5920E+00
0000060   1.6854E+02  1.6440E+02  3.0375E+01
0000061   1.3558E+02 -2.6038E+02  3.9550E+01
0000062   2.9710E+02 -2.4239E+01 -2.2710E+02
0000063   2.9825E+02 -3.3880E+01 -1.0990E+02
0000064   1.9225E+02  1.2605E+02  2.8417E+01
0000067   7.9616E+01  1.1531E+01 -7.7647E+01
0000068   3.5564E+02  2.6228E+00 -3.8180E+01
0000069   8.7458E+01 -2.0640E+02  6.0005E+01
0000070   2.6502E+01  1.0409E+02  3.3285E+00
0000071   2.5204E+02  6.3857E+01 -3.1427E+01
0000072   3.4560E+02  1.0839E+02 -9.2795E+01
0000073   1.4085E+02 -7.5679E+01  9.1873E+00
0000074   2.2380E+02  6.4841E+01 -8.2438E+01
0000075   1.6222E+02 -3.3582E+01  1.5709E+02
0000076   4.4639E+02 -1.5383E+02  5.5970E+01
0000077   2.8614E+02 -8.4323E+01 -4.8735E+01
0000078   2.1086E+02  1.6499E+02 -1.9294E+02
0000079   4.0125E+02  5.5283E+01 -1.8232E+01
0000081   1.1575E+02 -3.9059E+01  4.1874E+01
0000082   3.6551E+02  5.4406E+01  2.3181E+02
0000083   9.4255E+01  6.7345E+01  1.7853E+02
0000084   2.4739E+02  5.4994E+01 -1.8831E+02
0000085   8.8256E+01 -4.3687E+01  2.9745E+01
0000086   2.2807E+02  3.0002E+02 -7.1580E+01
0000087   3.1874E+02 -1.6400E+01 -1.1006E+02
0000088   1.0061E+02 -1.8364E+02  5.8598E+01
0000089   2.2432E+02 -1.0159E+02  7.5115E+01
0000090   2.5883E+02 -1.2537E+02 -1.8811E+02
0000091   1.2684E+02  1.3677E+02 -1.7254E+02
0000092   5.4218E+02  6.8281E+01 -1.7354E+02
0000093   1.0693E+02 -3.3128E+01 -1.8204E+01
0000094   3.9594E+02 -2.4516E+01  2.3150E+02
0000095   3.9667E+02  1.0124E+02 -2.2625E+02
0000096   2.6115E+02 -6.9939E+01 -2.1870E+02
0000097   4.3925E+02 -9.2838E+01 -1.7921E+02
0000098   1.0581E+02 -2.5971E+02 -1.0808E+02
0000099   1.5283E+02 -1.8568E+02 -1.0429E+02
0000100   8.0181E+01  1.1474E+02 -1.8618E+02
0000101   1.9089E+02 -4.1058E+01 -2.3955E+01
0000102   1.1528E+02  7.0824E+01 -7.2838E+01
0000103   3.9302E+02 -1.1972E+02 -1.5372E+01
0000104   1.8327E+02  2.4342E+01 -2.6013E+01
0000106   3.6648E+01 -2.7339E+01  1.1117E+02
0000107   1.7767E+02  5.8434E+01  6.0420E+00
0000108   8.2964E+01  7.9299E+01 -1.2019E+02
0000109   5.5072E+01 -7.8023E+01 -1.6034E+02
0000110   1.9089E+02 -8.7293E+01 -4.8260E+00
0000111   1.7102E+02  2.6265E+02  8.4052E-01
0000112   2.4598E+02  1.4527E+02 -2.9920E+01
0000113   1.8761E+02  3.1212E+02 -1.3626E+02
0000115   4.5868E+02 -5.0904E+01 -8.7167E+01
