============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.0482E+02  5.5753E+01  8.3144E+01
0000002   3.3330E+02 -1.5649E+02  2.1724E+02
0000003   3.2008E+02  1.9098E+02 -7.3550E+01
0000004   4.1241E+02  5.7501E+01 -2.6520E+02
0000005   9.1616E+01  1.4490E+02 -1.6883E+02
0000006   1.8402E+02  2.1360E+02  1.8119E+02
0000007   2.1850E+02  2.1855E+02 -2.6222E+02
0000008   1.2291E+02 -4.4027E+01 -4.5713E+01
0000009   7.4339E+01 -2.4435E+02  2.5507E+02
0000010   2.3592E+02  6.9020E+01  5.9152E+01
0000012   1.7199E+02  1.1612E+02 -1.3024E+02
0000013   3.0472E+02  5.7723E+00  1.0079E+02
0000014   1.5516E+02 -2.5129E+02  2.8632E+02
0000015   3.3424E+02  1.3191E+02 -9.9211E+01
0000016   1.9973E+02 -1.4386E+02  5.3769E+01
0000017   4.7665E+01 -4.3709E+00  1.3335E+02
0000018   2.3517E+02  6.8877E+00 -9.5446E+01
0000019   1.4422E+02 -2.8422E+02  6.4763E+01
0000020   3.5091E+02  3.6442E+01  6.2506E+01
0000021   1.9851E+02  1.3249E+02 -1.1340E+02
0000022   2.1103E+02 -2.6542E+01  1.8977E+02
0000023   7.7501E+01 -7.3996E+01 -6.5790E+01
0000024   3.0256E+02  2.3934E+02  1.1991E+02
0000025   2.3466E+02  4.9239E+01 -1.3458E+02
0000026   1.3689E+02 -5.8734E+01 -7.3714E+01
0000027   3.9578E+02  6.0384E+01  1.0605E+02
0000028   2.4958E+02 -1.9577E+02 -1.4420E+02
0000029   1.0581E+02 -6.9882E+01  5.9790E+01
0000030   2.9982E+02  3.2507E+02  2.9942E+02
0000031   3.1653E+02  2.2640E+01  3.6861E+01
0000032   3.0143E+02 -5.7166E+01  1.3337E+02
0000033   5.1563E+01  7.2369E+00 -4.4270E+01
0000034   1.5040E+02 -1.1849E+02  2.2554E+01
0000035   2.1138E+02 -1.3395E+02  1.6800E+02
0000036   3.9790E+01  1.4524E+02  8.6507E+01
0000037   2.9182E+01 -1.0677E+02  2.1500E+01
0000038   5.1508E+02 -1.0680E+01 -2.8569E+02
0000039   1.4250E+02  2.5671E+01  2.0507E+01
0000040   1.1046E+02 -1.1240E+01 -2.2512E+02
0000041   4.2665E+01  7.8112E+00 -1.1389E+02
0000042   1.9781E+02 -3.6123E+01  8.7163E+01
0000043   1.8064E+02  5.3354E+01  3.2596E+02
0000044   2.1979E+02  9.2826E+01  2.6700E+01
0000045   1.9006E+02 -3.7242E+01  3.0904E+01
0000046   2.2737E+02  1.5179E+01  8.0364E+01
0000047   2.5977E+02  5.3737E+01 -6.6860E+01
0000048   1.0397E+02  5.1271E+01  2.8970E+02
0000049   7.9107E+01 -1.7963E+01  5.0639E+01
0000050   3.7194E+02 -1.5019E+02  1.6071E+02
0000051   2.2121E+01  2.0180E+01  1.8201E+02
0000052   1.3993E+02 -5.2719E+01 -2.0472E+02
0000053   1.3689E+02  2.3181E+01  1.9247E+02
0000054   3.9259E+01  1.3399E+01  5.6067E-01
0000055   4.1050E+02 -3.8016E+02  3.9266E+01
0000056   4.0850E+02 -5.1089E+01  1.3653E+02
0000057   1.0100E+02  1.7796E+02  7.2128E+00
0000058   2.3186E+02 -1.1603E+02 -8.6442E+01
0000059   4.6731E+02 -1.9825E+01  3.5027E+01
0000060   2.1585E+02 -2.9460E+01  7.3026E+01
0000061   3.2320E+02  1.2149E+02  2.2489E+01
0000062   2.4474E+02 -2.0447E+02  2.3396E+00
0000063   1.8894E+02  1.6643E+01  9.1630E+00
0000064   3.3127E+02  1.5964E+02  6.4913E+01
0000065   1.8608E+02 -1.0835E+02  7.3656E+01
0000066   3.0662E+02  4.3544E+01 -9.2492E+01
0000067   1.4406E+02 -1.4139E+02 -8.2338E+01
0000068   1.8423E+02 -8.6316E+01  9.4361E+00
0000069   1.3532E+02 -4.7883E+01 -4.0522E+01
0000070   3.4823E+02 -2.6966E+02 -3.2270E+01
0000071   1.7586E+02  2.4351E+02 -1.8604E+02
0000072   7.0506E+01  7.4904E+01  9.7158E+01
0000074   4.1570E+02  1.0551E+02 -1.1525E+02
0000075   1.3900E+02  1.3989E+02 -1.0238E+02
0000077   3.8192E+02  3.6544E+01 -1.4174E+02
0000078   2.4833E+02 -1.0966E+02 -9.1715E+01
0000080   3.9547E+02 -1.5900E+02 -2.7557E+02
0000081   2.8142E+02  1.4212E+02  1.3804E+02
0000082   2.1996E+02  1.1880E+00 -1.1884E+02
0000083   2.2921E+02 -2.1285E+01 -1.3477E+02
0000084   3.3825E+02  3.9684E+01 -5.5382E+00
0000087   2.4183E+02 -2.2930E+01  1.4095E+01
0000088   2.3086E+02 -2.6513E+02  5.2130E+00
0000089   2.0777E+02 -2.9344E+01 -1.7045E+01
0000090   4.7124E+02  9.8790E+01 -2.4154E+01
0000091   1.5883E+02 -3.5466E+02  1.7072E+02
0000092   1.7781E+02  5.5701E+01 -9.4209E+01
0000093   1.6512E+02 -4.5603E+01  4.9190E+01
0000094   1.8571E+02 -1.2727E+00 -2.0642E+01
0000095   1.5523E+02 -1.0717E+02  2.2529E+02
0000096   1.9347E+02  7.5893E+01  7.6160E+01
0000097   2.5903E+02  1.3568E+02  5.8572E+01
0000098   1.9971E+02  2.2113E+01 -3.5627E+01
0000099   4.5238E+02  8.9388E+01 -1.2879E+02
0000100   1.7900E+02 -8.6268E+01  1.9589E+02
0000101   3.2273E+02  1.2500E+01  8.9243E+01
0000104   2.3850E+02  6.3788E+01 -2.0444E+01
0000105   6.1585E+01  1.1828E+01  1.6681E+01
0000106   2.0931E+02 -6.2687E+00  2.5413E+02
0000107   1.5570E+02  2.9335E+01 -6.8136E+01
0000108   4.7048E+02  6.9818E+01 -6.0103E+01
0000109   2.9814E+02  1.5036E+02 -1.5058E+02
0000110   1.6070E+02  1.1577E+02  1.3912E+02
0000111   1.4461E+02  1.7848E+02 -2.8900E+01
0000112   2.3596E+02 -1.4577E+02 -3.0191E+01
0000114   2.5742E+02 -5.8116E+00 -1.8916E+02
0000115   4.4376E+02  1.5044E+02  1.1045E+02
0000116   1.1503E+02  1.3155E+02  1.7921E+01
