============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000003   5.6111E+02 -3.0079E+01 -1.6208E+02
0000004   3.6623E+02 -1.6481E+02 -1.9264E+02
0000005   7.0932E+02 -3.9672E+01 -3.7791E+02
0000006   5.1313E+02  6.7388E+01 -4.3013E+01
0000007   4.6109E+02  8.8922E+01  6.9035E+00
0000008   5.8068E+01  2.1605E+02  1.4555E+01
0000009   2.7691E+02 -4.6665E+01 -9.2830E+00
0000010   5.4838E+02 -1.7982E+02  1.8292E+02
0000011   2.9756E+02 -7.2178E+01  1.1289E+02
0000012   7.3048E+02 -1.6997E+02 -1.1605E+02
0000013   2.2180E+02  5.2246E+01  1.9330E+02
0000014   7.6581E+02 -1.4742E+02  1.2427E+02
0000015   2.0195E+02  6.0258E+01  1.8473E+02
0000016   2.7182E+02  2.6972E+02 -1.1936E+02
0000017   2.6434E+02 -8.3810E+01 -5.0769E+01
0000018   4.0498E+02  2.6825E+02 -6.3723E+01
0000019   7.8224E+01  8.3339E+00  2.3468E+02
0000020   3.7530E+02  2.2983E+02  7.5874E+01
0000021   6.3394E+02 -5.2750E+01  1.2117E+02
0000022   3.1387E+02  8.9298E+01 -1.4297E+02
0000023   2.9526E+02 -6.8830E+01 -2.4888E+02
0000024   4.4787E+02 -1.2622E+02  1.0289E+02
0000025   3.0947E+02  1.5877E+02 -6.5675E+01
0000026   1.5073E+02  1.6091E+02 -1.7832E+02
0000027   1.9645E+02  1.5857E+01 -3.8199E+02
0000028   4.2416E+02  4.1744E+01 -2.7371E+01
0000029   1.6344E+01 -8.2735E-01 -2.1167E+02
0000030   7.2770E+02 -9.4621E+01 -3.7985E+02
0000031   2.8022E+02  7.7994E+01  3.8022E+02
0000032   6.3321E+02  3.2740E+02 -4.0986E+02
0000033   8.7914E+02  1.0572E+02  9.5581E+01
0000034   4.4577E+02 -5.7353E+01 -2.3953E+00
0000035   4.9586E+02  3.6062E+01  8.7809E+01
0000036   2.4743E+02  9.5585E+01  2.2990E+02
0000037   1.5944E+02  1.0695E+02  6.8958E+01
0000038   5.2791E+02 -2.1875E+02 -2.5937E+02
0000039   4.1348E+02 -2.5631E+02 -1.4808E+02
0000040   5.5913E+02  9.8160E+01 -1.0097E+01
0000041   1.1408E+02 -2.9289E+02 -2.5421E+02
0000042   4.0671E+02 -2.4147E+02 -3.1860E+02
0000043   4.5373E+01 -1.2346E+02  7.8940E+00
0000045   1.5635E+02 -9.3593E+01  2.6473E+02
0000046   3.9554E+02 -3.4688E+02  1.0153E+02
0000047   4.2177E+02 -3.5869E+01 -1.6590E+02
0000049   2.8061E+02 -4.6222E+02 -2.4731E+02
0000050   4.0791E+02 -9.6795E+01 -2.1053E+02
0000051   3.4776E+02  2.2980E+02  2.6151E+02
0000052   4.9265E+02  2.4159E+02  1.8034E+01
0000053   2.8170E+02  1.4509E+02 -1.6761E+02
0000054   4.5007E+02 -1.7256E+02 -7.0467E+01
0000055   1.9439E+02  8.8781E+01  2.2270E+02
0000056   2.1139E+02  3.0044E+02 -6.9656E+01
0000058   1.9039E+02  4.1022E+01 -2.6608E+02
0000059   1.1384E+01  5.8815E+01  2.3050E+02
0000060   2.3893E+02  4.3836E+01 -2.3512E+01
0000061   1.7040E+02  6.8926E+01  2.2501E+02
0000062   7.8171E+01 -8.5542E+01  2.4140E+02
0000063   3.8897E+02 -1.2608E+02  1.0505E+02
0000064   6.0614E+02  3.2586E+01 -1.6589E+02
0000065   6.0778E+02  1.4895E+02  4.4913E+02
0000066   7.9800E+01  8.6929E+00  3.7283E+01
0000067   6.2422E+02  5.4112E+02  4.3529E+02
0000068   3.6390E+02  7.8780E+01  2.7058E+02
0000069   5.3834E+02  1.2253E+02  1.1351E+02
0000070   5.4809E+02 -3.3683E+02  1.1400E+02
0000071   4.6831E+02 -3.0894E+02 -1.5421E+02
0000072   5.9247E+02  1.0020E+02 -1.5891E+02
0000073   6.8599E+02 -2.4123E+02 -2.6962E+02
0000075   1.8419E+02  5.1221E+01  4.9363E+01
0000076   1.5351E+02 -1.8706E+02  1.4390E+02
0000077   2.9682E+02  5.1565E+01  7.0354E+01
0000078   2.0540E+02  1.3553E+02  3.9584E+02
0000079   3.9920E+02  2.0255E+02 -1.3170E+02
0000080   3.1504E+02  2.9556E+02 -1.5096E+02
0000081   3.1707E+02  1.6135E+02  1.6130E+02
0000082   3.7145E+02  6.8578E+01  2.0748E+02
0000083   5.3854E+02  2.2397E+02 -1.1251E+02
0000084   1.2464E+02 -2.3276E+02 -1.3667E+00
0000085   7.4859E+02  3.2126E+01  2.7170E+02
0000086   3.8179E+02  1.7636E+02 -1.4365E+02
0000087   6.3454E+02  9.0992E+01 -9.8713E+01
0000088   1.5332E+02 -3.1470E+01 -2.3970E+02
0000089   4.3105E+02 -2.2621E+01 -1.9611E+02
0000090   4.6350E+02  2.1341E+02 -9.7648E+01
0000091   4.2397E+02  4.4088E+01  3.4608E+02
0000092   4.3229E+02 -7.4025E+01 -4.3272E+02
0000093   4.2624E+02 -1.1719E+02  1.0179E+02
0000094   8.3483E+02  1.5197E+02  3.1432E+02
0000095   4.4779E+02  1.0312E+02  4.9094E+02
0000096   5.7236E+02 -2.9449E+02 -2.6414E+02
0000097   4.6876E+02  5.0506E+01 -1.0812E+02
0000098   2.0556E+02  9.2647E+01 -2.7195E+01
0000099   7.5702E+02 -2.6330E+02 -2.3886E+02
0000100   7.7214E+02  3.8877E+01 -8.1567E+01
0000101   1.9746E+02 -8.2815E+01  9.2661E+01
0000103   2.0746E+02  1.7905E+02 -2.8786E+02
0000104   3.2309E+02 -1.0491E+02  1.3042E+01
0000105   3.4971E+02 -1.9302E+02 -8.1126E+00
0000106   6.8274E+02 -3.7010E+01  1.3194E+02
0000107   2.5340E+02  9.9654E+01  7.1145E+01
0000108   2.5023E+02  4.2871E+01 -7.1460E+01
0000109   2.6499E+02 -2.8712E+02 -1.5826E+02
0000110   3.9894E+02  5.5682E+00  1.6389E+02
0000111   3.1393E+02  1.6179E+02 -8.8165E+01
0000112   4.0995E+02 -2.8601E+00 -1.2868E+02
0000113   1.5723E+02  1.7807E+02  5.6726E+02
0000114   2.9545E+02 -3.3596E+02  2.3139E+02
