============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.3286E+02  4.5693E+00  2.2353E+02
0000002   1.1434E+02 -5.3204E+01 -3.3419E+01
0000003   2.7313E+02  1.0705E+02  1.7684E+01
0000004   1.8125E+02  8.4475E+01  8.3911E+01
0000005   1.3798E+02 -8.5095E+00 -3.6976E+01
0000006   4.2172E+02  1.3694E+02 -6.2183E+01
0000007   4.0903E+02  2.1966E+01  1.4366E+01
0000008   1.4322E+02 -1.9143E+02  6.0717E+01
0000009   3.6257E+02  1.3186E+02  1.1022E+02
0000010   2.8305E+02  5.4516E+01  8.2921E+01
0000011   2.7064E+02 -1.8107E+02  3.4980E+01
0000012   1.1823E+02 -6.7926E+01 -1.7578E+02
0000013   1.6909E+02  3.8629E+01 -7.0346E+00
0000014   1.7963E+02 -2.1762E+02 -5.8368E+01
0000015   9.9651E+01  3.4360E+01 -1.0983E+01
0000016   3.9523E+01  8.2832E+01 -1.0353E+02
0000017   3.2441E+02 -1.5257E+02  9.2292E+01
0000018   2.9031E+02 -1.8340E+01  1.4223E+02
0000019   1.7630E+02  9.4126E+01 -4.3605E+01
0000020   6.5114E+01  9.5456E+00  6.0017E+00
0000021   1.3903E+02  1.3092E+02  3.4119E+01
0000022   1.5087E+02 -1.4291E+02 -2.2015E+02
0000023   1.9742E+02 -6.6629E+01 -1.6650E+02
0000024   1.8782E+02 -3.0237E+02 -3.4384E+01
0000025   1.6383E+02  2.7476E+02 -2.2626E+02
0000026   1.2505E+02  1.6565E+02 -8.3694E+01
0000027   1.4450E+02  5.0346E+01 -1.4305E+01
0000028   3.2005E+02  1.6306E+02 -1.5590E+01
0000029   2.2253E+02  3.5248E+00 -9.0054E+00
0000030   1.0115E+02  7.5771E+01  1.0153E+02
0000031   1.5779E+02  1.1489E+02  2.0104E+02
0000032   1.9560E+02  3.0014E+02 -1.3068E+02
0000033   1.3869E+02  1.5668E+01  1.5740E+02
0000034   2.1484E+02 -5.3802E+01 -3.6370E+00
0000035   2.9286E+02  7.9721E+01 -1.9329E+02
0000036   3.1498E+02  4.1534E+01 -1.1537E+02
0000037   1.3602E+02 -7.9359E+01  4.2672E+01
0000038   2.5860E+02 -4.5788E+01 -1.7897E+02
0000040   2.1355E+02 -9.6390E+01  6.5663E+01
0000041   1.6792E+02  9.1073E+01  5.5066E+01
0000042   2.2120E+02  1.1671E+02  7.4437E+01
0000043   2.0509E+02 -4.2428E+01  4.7230E+01
0000044   1.0197E+02 -5.4150E+01  2.3587E+02
0000045   1.6521E+02  8.8291E+01  2.4834E+02
0000046   2.5638E+02 -1.4298E+02 -1.9182E+01
0000047   9.2863E+01 -1.3468E+02 -2.3329E+01
0000048   1.5110E+02 -3.6119E+00  8.2191E+01
0000049   2.0514E+02  6.8210E+01 -5.3992E+01
0000050   1.6054E+02 -2.1547E+02 -7.7272E+01
0000051   3.0627E+02  1.7738E+02  5.4214E+01
0000052   2.9722E+01  1.2239E+02 -1.1737E+02
0000053   1.2718E+02  2.2928E+02 -1.3105E+02
0000055   1.0468E+02 -5.4955E+01 -5.4848E+01
0000056   3.3646E+01  3.5033E+01  5.5486E+01
0000057   1.8454E+02 -1.9552E+02 -8.9041E+01
0000058   2.4466E+01 -9.7705E+01 -1.7700E+01
0000059   2.7150E+02 -3.2722E+00 -4.3450E+01
0000060   5.0330E+01  2.1833E+02  6.4031E+01
0000061   2.3643E+02  1.4012E+02 -4.0785E+01
0000062   8.4313E+01  1.6507E+02  2.1320E+01
0000063   1.7772E+02  1.0180E+02 -3.6052E+01
0000064   2.8411E+02 -1.1109E+01  1.1547E+02
0000065   2.6832E+02  6.3078E+01 -1.1086E+02
0000066   2.6036E+02  1.1193E+00  2.0008E+01
0000067   2.6059E+02 -1.2339E+01  2.6071E+01
0000068   1.8612E+02 -4.2510E+01  4.7351E+01
0000070   3.5114E+02  1.0957E+02  7.1692E+01
0000071   1.0606E+02  8.4738E+01  1.2278E+02
0000073   2.1600E+02  2.8099E+01 -1.8766E+02
0000074   2.4856E+02  1.4373E+02 -1.0640E+01
0000075   5.2744E+02  9.9951E+01  1.8323E+01
0000076   3.3944E+02  1.3141E+02  9.2132E+01
0000077   1.7195E+02 -7.1432E+01 -4.0294E+01
0000078   7.7473E+01 -8.6401E+01  2.4891E+01
0000079   6.2021E+01 -1.0015E+02 -4.2815E+01
0000080   1.6422E+02  6.1328E+01 -1.1495E+00
0000081   3.0133E+02  2.2765E+01  5.2382E+01
0000082   1.8398E+02  9.7867E+01 -1.4493E+02
0000083   2.9443E+02  6.5623E+01  2.0328E+01
0000084   1.1471E+02 -2.8051E+02  9.5042E+01
0000085   1.2846E+02 -2.7069E+02  4.8837E-01
0000086   3.5869E+02 -7.1927E+00 -9.5602E+01
0000087   9.4425E+01 -6.3878E+01 -3.3641E-01
0000088   4.2585E+02  4.4079E+01  1.2502E+02
0000089   1.0325E+02 -4.7915E+01  1.0605E+02
0000090   2.5146E+02  3.6490E+01  6.0979E+01
0000091   2.0278E+01 -9.6186E+01  1.6788E+02
0000092   2.6093E+02 -2.7558E+02 -8.4372E+01
0000093   2.9311E+02 -6.4155E+01 -9.4769E+01
0000094   5.9875E+01  1.8610E+01 -1.0780E+02
0000095   2.5563E+02 -7.7827E+01  1.8506E+02
0000096   1.3221E+02 -1.8216E+02 -9.3064E+01
0000097   1.8097E+02 -2.7744E+01 -1.2289E+02
0000098   1.7285E+02  5.8367E+01  2.0168E+02
0000099   2.3561E+02  8.3368E+01  9.2402E+01
0000100   9.3857E+01 -5.2145E+01 -2.2615E+02
0000101   4.7295E+01  9.0964E+01  8.3967E+01
0000102   3.4391E+02  6.6139E+01 -7.7150E+01
0000103   3.0512E+02  4.8930E+00 -1.6619E+02
0000104   1.7304E+02 -5.0664E+01 -3.5071E+00
0000105   5.2830E+01  7.8961E+01 -7.7637E+01
0000106   1.6235E+02  1.6798E+02  7.7926E+01
0000107   1.4943E+02 -1.6017E+02 -1.1548E+02
0000108   1.5991E+02  1.9708E+02 -5.7667E+01
0000109   2.3385E+02 -6.5954E+01  1.3703E+02
0000110   1.8521E+02 -1.4620E+02 -1.4378E+02
0000111   2.5464E+02 -8.6985E+01  2.3908E+02
