============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.1259E+02  2.5362E+02 -6.1437E+01
0000002   2.2332E+02 -1.2779E+02 -2.2665E+02
0000003   7.5113E+02  1.3730E+02 -1.0783E+02
0000004   1.8111E+02 -1.9589E+02 -1.7390E+02
0000005   9.1338E+02 -1.7181E+02 -5.0488E+02
0000006   3.9605E+02 -1.8203E+02 -1.6298E+02
0000007   7.6101E+02  1.1363E+01  5.7332E+01
0000008   2.9344E+02  4.4988E+02  2.9953E+01
0000009   1.7050E+02  2.3881E+02 -6.6894E+02
0000010   2.8946E+02 -1.3481E+02  2.6856E+01
0000011   2.5400E+02 -4.7915E+01 -5.1692E+02
0000012   3.0378E+02  2.3859E+01  1.0471E+02
0000013   6.6957E+02 -7.8713E+01 -1.4030E+02
0000014   3.4067E+02  1.2630E+02 -3.1945E+02
0000015   2.2343E+02 -6.8312E+01  1.5803E+02
0000016   7.9390E+02 -2.8097E+02 -2.3166E+02
0000017   1.4583E+02  7.0231E+01  1.3121E+02
0000018   3.4471E+02 -5.1176E+02  7.4639E+01
0000019   5.0509E+02  3.6450E+01  1.1721E+02
0000020   4.9373E+02 -1.1606E+02 -6.4226E+01
0000021   1.8001E+02  3.0261E+02  2.7251E+02
0000022   4.5001E+02 -2.1924E+02  5.3762E+01
0000023   5.5842E+02  1.8702E+02  2.3820E+02
0000024   6.0502E+02 -4.2716E+01 -2.7699E+02
0000026   1.6230E+02 -1.2481E+02 -1.0973E+02
0000027   2.6277E+02 -4.8384E+02 -2.7863E+02
0000028   7.9296E+02 -2.1262E+02  4.0544E+02
0000029   2.4319E+02 -1.5142E+01  2.7585E+02
0000030   2.9397E+02 -1.9279E+02  8.0670E+01
0000031   1.9568E+02  5.5496E+01  4.0236E+02
0000032   2.9681E+02  1.6611E+02 -2.1422E+01
0000033   6.4441E+02  1.7867E+02  1.4005E+02
0000034   6.8022E+01 -5.0434E+01  1.3822E+02
0000035   5.2158E+02  5.5451E+02  1.6355E+02
0000036   3.5159E+02  2.2006E+02 -3.7912E+00
0000037   6.4906E+02 -2.5348E+02  8.3479E+01
0000038   4.3683E+02  1.6581E+02  1.5776E+01
0000039   5.3583E+02  6.4452E+01  1.9269E+02
0000040   7.3453E+01 -2.8294E+01 -1.6115E+01
0000041   6.6141E+02  3.6030E+02 -1.9395E+02
0000043   7.4106E+02  1.3990E+02  1.0520E+02
0000044   1.6406E+02  3.6478E+02  3.6248E+02
0000045   7.5959E+02  2.3890E+01 -2.5078E+01
0000046   4.9590E+02 -2.6552E+02 -2.6406E+02
0000047   2.6287E+02  1.1089E+02  1.9062E+02
0000048   3.2146E+02 -1.8022E+02  3.0919E+02
0000049   2.9543E+02 -3.2922E+01 -4.7417E+01
0000050   6.7372E+02 -1.4423E+02  6.5190E+01
0000051   5.1729E+02  1.4910E+02 -1.7730E+01
0000052   3.0385E+02 -2.2528E+02  3.9989E+01
0000053   4.0938E+02 -3.2562E+02 -1.9446E+01
0000055   5.1432E+02  1.2797E+02  1.7060E+02
0000057   3.3865E+02  2.8045E+02 -2.0003E+02
0000058   5.9204E+02 -2.0794E+02  7.8911E+01
0000059   2.0972E+02 -6.8973E+01 -4.5037E+01
0000060   2.5923E+02 -4.2353E+02 -3.1431E+02
0000061   2.6874E+02 -1.2068E+02  1.2443E+02
0000062   1.5167E+02 -2.4070E+02  2.3441E+02
0000063   4.2841E+02 -2.5606E+02 -1.4216E+02
0000064   6.2350E+02  1.0611E+02  1.1059E+00
0000065   5.1186E+02 -1.3779E+02 -3.7480E+00
0000066   4.7463E+01  2.5023E+02  1.5792E+02
0000068   3.5875E+02 -3.0705E+02 -6.6572E+00
0000069   2.0522E+02 -2.5329E+01 -1.4359E+02
0000070   4.3726E+02 -5.5171E+01 -1.7024E+02
0000071   3.9426E+02 -2.6160E+02  2.7268E+02
0000072   5.8121E+02 -2.0817E+02 -1.4550E+01
0000073   3.2345E+02  2.5843E+02 -1.9015E+02
0000074   4.1252E+02 -1.7133E+02  3.3033E+02
0000075   5.0174E+02  1.4104E+02 -1.6512E+02
0000076   1.9326E+02 -1.2443E+01 -1.3906E+02
0000077   3.4804E+01 -2.8067E+01  1.1874E+02
0000078   5.0723E+02 -7.3174E+01  4.2717E+01
0000079   4.1972E+02  1.1163E+02  2.6784E+02
0000080   5.4825E+02 -4.4354E+02  2.9448E+02
0000082   2.3451E+02  3.0805E+02 -4.1825E+01
0000083   1.6967E+02 -8.0626E+01  3.5594E+02
0000084   3.6427E+02 -1.9186E+02 -1.8102E+02
0000085   5.4219E+02 -3.8943E+01  4.0268E+01
0000086   4.7848E+02 -1.9610E+02 -2.5574E+02
0000087   5.9774E+02 -1.0150E+02 -1.0057E+02
0000088   5.1190E+02  8.1058E+01 -5.0113E+02
0000089   3.9232E+02 -4.2262E+02  9.0134E+01
0000090   3.3283E+02 -1.3083E+02  2.7366E+02
0000091   3.4038E+02  2.5763E+02  1.0226E+02
0000092   7.0500E+02 -2.3539E+02 -1.9537E+02
0000093   5.0773E+02  1.5230E+01 -4.7759E+01
0000094   2.6503E+02 -1.5407E+02  7.9335E+01
0000095   6.3718E+02  1.2740E+02 -2.3011E+01
0000096   8.7351E+02 -9.7247E+01  4.6312E+02
0000097   2.5457E+02  1.5410E+02 -3.3286E+02
0000098   3.5124E+02 -2.0619E+02  1.5175E+02
0000099   5.4217E+02  1.2048E+02  1.5139E+02
0000100   3.2645E+02  2.1512E+02 -3.6516E+02
0000101   5.2358E+02  5.0224E+02  2.1426E+02
0000102   1.1428E+02  2.7621E+01  2.3457E+02
0000103   8.6869E+02  1.0462E+02 -2.1379E+02
0000104   2.9492E+02 -1.7092E+02 -1.3950E+02
0000105   3.6725E+02  8.7483E+01 -3.6477E+02
0000106   4.0242E+02  6.0391E+01 -2.1650E+01
0000107   2.6336E+02 -2.8292E+02 -5.1378E+02
0000108   3.7776E+02 -1.6767E+01  7.9996E+01
0000109   1.6548E+02  1.1056E+02  9.2731E+01
0000110   7.9019E+02 -6.6337E+01 -4.4914E+02
0000111   3.5149E+02 -2.7523E+02  2.4722E+02
0000112   6.9538E+02 -1.9591E+02 -3.4749E+02
