============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.8904E+02 -2.0584E+01 -1.0676E+01
0000002   4.5955E+02  1.8375E+02 -6.9950E+01
0000003   2.2755E+02 -2.9350E+00 -1.2838E+02
0000004   6.5435E+01  1.5324E+01  9.3717E+01
0000005   1.8567E+02  8.1061E+01 -2.9305E+01
0000006   3.0454E+02 -8.3352E+00  4.1141E+01
0000007   4.1681E+02 -1.4108E+02  6.7493E+01
0000008   2.6215E+02 -6.7257E+01  4.9898E+01
0000009   5.1521E+01 -1.1053E+02  9.6798E+01
0000010   2.9237E+02  1.2636E+01 -2.1203E+02
0000011   1.0140E+02 -7.7582E+01 -7.0757E+01
0000012   1.6367E+02  1.0078E+02  5.4626E+01
0000013   8.8780E+01  2.4552E+01  6.2701E+00
0000014   4.5987E+02  3.0016E+01  1.0374E+02
0000015   1.2757E+02  8.6207E+01 -8.7479E+01
0000016   2.0758E+02  1.9458E+01  1.1062E+02
0000017   2.2344E+02  2.9411E+01  2.0437E+02
0000018   6.4398E+01 -3.9969E+01  3.7152E+01
0000019   3.0088E+01 -8.1909E+00  5.0579E+01
0000020   2.3650E+02  5.3039E+01 -6.2469E+01
0000021   3.0172E+02  7.5713E+01 -1.1998E+02
0000022   1.3045E+02  1.4302E+02  1.7719E+02
0000024   1.8486E+02 -9.4929E+01 -1.1923E+02
0000025   1.8479E+02 -1.7497E+02  2.4239E+02
0000026   5.8738E+01 -4.7757E+00  2.9453E+02
0000027   1.2438E+02  1.7960E+02  2.7626E+01
0000028   1.2084E+02 -4.5762E+01 -1.0424E+02
0000029   2.6325E+02 -6.8620E+01  1.1176E+02
0000030   1.4099E+02 -1.8582E+01 -2.3819E+01
0000031   1.5236E+02  1.1723E+02  2.1198E+02
0000032   2.3352E+02 -5.2268E+01  1.0226E+02
0000033   1.5325E+02 -2.3032E+02  2.0882E+02
0000034   1.1196E+02  1.5868E+02 -2.1717E+02
0000035   2.8167E+02 -5.2868E+01 -5.9890E+01
0000036   7.2345E+01  4.4140E+01 -5.2162E+01
0000037   3.0112E+02 -2.6738E+01  1.4059E+02
0000038   1.1700E+02  4.6744E+01 -1.9077E+02
0000040   3.6680E+02  4.7992E+01  1.5258E+02
0000041   3.0754E+02 -4.5480E+01 -5.2947E+01
0000042   2.0659E+02 -8.2522E+00  1.2202E+02
0000043   2.2510E+02  8.9787E+01  1.5646E+02
0000044   7.3659E+01  2.5989E+02  4.7811E+00
0000045   3.7816E+02 -8.3948E+01 -2.5649E+01
0000046   1.4342E+02  4.0930E+01 -1.2995E+02
0000048   1.7838E+02 -1.0292E+02  6.5049E+01
0000049   2.1214E+02 -1.8339E+01  1.0471E+02
0000050   8.9702E+01 -9.5048E+01  7.8181E+00
0000051   3.8279E+02 -1.8711E+01  7.3359E+01
0000052   9.2022E+01  1.0877E+02  1.2704E+02
0000053   1.6386E+02  1.4094E+02 -3.6065E+01
0000054   1.2877E+02  1.0595E+02  9.1160E+01
0000055   1.2334E+02  9.4224E+01  1.3082E+01
0000056   3.4615E+02 -9.4775E+00  1.4932E+02
0000057   2.3614E+02  4.0623E+01 -4.0408E+01
0000058   4.2749E+02  1.8589E+02 -1.0596E+02
0000059   1.9280E+02 -6.8854E+01 -4.1539E+01
0000060   4.6333E+01 -3.3104E+01  8.9726E+01
0000061   2.1473E+02 -4.8989E+01 -1.1018E+02
0000062   2.6599E+02  2.1840E+02  1.0006E+02
0000064   2.9528E+02 -1.7601E+02  4.5352E+01
0000065   1.5268E+02  2.6386E+01  1.3664E+02
0000066   1.8332E+02  2.2228E+02  7.6055E+01
0000067   3.3960E+01 -1.4281E+01 -1.1099E+02
0000068   3.6268E+02  3.6876E+01 -8.3108E+00
0000069   2.4169E+02 -8.5476E+01 -9.0380E+01
0000070   4.0516E+02 -1.5364E+02 -2.0305E+02
0000071   1.2560E+02  1.3781E+02 -7.6041E+01
0000072   2.9649E+01  1.8952E+02  3.7764E+02
0000073   6.7386E+01  2.0871E+01  1.1814E+02
0000074   3.2657E+02 -1.4991E+01 -1.0992E+02
0000075   4.9586E+01  9.5144E+00  2.6012E+02
0000076   3.0834E+02 -1.4330E+00 -1.6422E+01
0000077   1.5293E+02 -3.1050E+01 -1.2488E+01
0000078   3.2437E+02 -2.3537E+01  1.5418E+02
0000079   2.9682E+02  2.4694E+02  1.2362E+02
0000080   1.4215E+02 -5.3340E+01  5.7516E+01
0000081   2.4007E+02 -1.5074E+02 -6.5998E+01
0000082   1.1494E+02  2.4068E+01  7.3212E+01
0000083   2.5495E+02  1.9945E+00 -2.6263E+02
0000084   1.7860E+02  1.4332E+01 -7.8335E+01
0000085   2.3330E+02  1.1560E+02 -1.1579E+02
0000086   1.9140E+02  2.1611E+01  2.1210E+01
0000087   2.1768E+02 -2.6245E+01  1.4508E+02
0000088   1.3172E+02  1.1532E+01 -9.3287E+01
0000089   2.3857E+02  1.7914E+02 -1.0588E+02
0000090   2.2772E+02  6.5313E+01 -1.7975E+01
0000091   3.4992E+02  1.6328E+02  1.9521E+02
0000093   3.3880E+02 -4.2968E+01 -5.8051E+01
0000094   1.6417E+01 -9.4805E+01 -1.5414E+01
0000095   2.0926E+02 -1.2133E+02  1.6948E+02
0000096   4.6017E+02 -8.2818E+01 -6.9943E+01
0000097   3.1844E+02 -4.7029E+00  3.0160E+01
0000098   2.4846E+02 -7.6903E+01  1.4647E+02
0000099   2.5914E+02 -1.8547E+01 -1.2334E+01
0000100   8.0229E+01 -8.8551E+01  1.3199E+02
0000101   1.4762E+02 -9.4518E+01  9.4403E+00
0000102   2.5313E+02 -9.8409E+01  1.7370E+02
0000104   1.7631E+02 -4.0077E+01 -7.1490E+01
0000105   2.3103E+02 -8.0415E+01  7.1443E+01
0000106   1.2753E+02  1.0616E+02 -3.4886E+01
0000107   2.1586E+01 -1.2549E+02 -5.2924E+01
0000108   2.2888E+02  5.0699E+01  2.4632E+01
0000109   2.1591E+02  5.0744E+01  2.4754E+01
0000110   4.1856E+02 -1.7519E+01 -1.5124E+02
0000111   7.1111E+01 -5.1479E-01 -4.7534E+01
0000112   1.9084E+02  5.0282E+01 -7.1684E+01
