============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.1648E+02  1.4830E+02  5.1823E+01
0000002   5.6727E+02 -9.9392E+01 -2.2664E+02
0000003   2.0993E+02 -1.1349E+01 -7.9197E+01
0000004   3.4211E+02 -2.4224E+02 -1.8672E+02
0000006   3.2940E+02 -1.9610E+02 -7.0883E+01
0000007   1.3506E+02 -5.5267E+02  2.9481E+02
0000008   5.7710E+02 -3.5749E+02  6.8933E+01
0000009   3.0574E+02  1.3287E+02 -2.5798E+01
0000010   4.7399E+02 -4.0950E+02 -1.9872E+01
0000011   7.6139E+02  2.1294E+02  2.9665E+01
0000012   1.8719E+02  1.3855E+01  1.5640E+02
0000013   4.8366E+02  4.0127E+02 -3.1064E+02
0000014   4.3842E+02 -4.9935E+01 -6.9140E+01
0000015   2.8809E+02 -2.5820E+02  5.5761E+01
0000016   4.1603E+02 -2.2102E+02 -2.4219E+02
0000017   7.1217E+02 -2.8963E+02  1.6210E+02
0000018   4.5502E+02 -3.5585E+01 -4.9280E+01
0000019   4.9010E+02 -2.3936E+02  1.8880E+02
0000020   5.6073E+02  2.0021E+02  4.5841E+02
0000021   4.7268E+02  5.4936E+01  9.4612E+01
0000022   6.2765E+02  3.1083E+02 -2.6378E+02
0000024   4.1193E+02 -9.3966E+01 -4.8405E+02
0000025   3.6702E+02  3.0408E+02  2.4129E+02
0000026   4.7147E+02  3.2792E+02  1.5395E+02
0000027   3.9164E+02  2.0226E+02  1.3648E+02
0000028   3.8553E+02  1.0115E+02  1.3542E+02
0000029   2.1300E+02 -1.9794E+02  1.3430E+02
0000030   3.6142E+02 -1.9380E+02  2.9589E+02
0000031   4.4801E+02 -2.2852E+02 -3.8513E+01
0000032   8.5502E+02  1.2856E+02 -1.9520E+02
0000033   6.2232E+02  2.7379E+02 -1.2786E+02
0000034   4.2585E+01  2.1603E+02 -3.4915E+01
0000035   3.4172E+02 -2.5376E+02 -3.1486E+02
0000036   1.3992E+02  3.6331E+02 -3.7586E+02
0000037   4.1641E+02 -1.8235E+02 -2.1200E+02
0000038   7.9233E+01 -1.4320E+02  2.2371E+02
0000039   4.9912E+02  2.8987E+02 -1.2095E+02
0000040   4.6804E+02  1.2490E+02 -2.2110E+02
0000041   3.6974E+02  2.6788E+01  3.9134E+02
0000042   2.8115E+02 -2.1736E+02  2.9313E+02
0000043   2.5364E+02  3.0522E+02  1.4593E+02
0000044   2.5969E+02 -7.1497E+01  1.5280E+02
0000045   3.5632E+02 -2.5673E+02  1.2350E+01
0000046   3.7109E+02 -4.3142E+02 -6.4354E+01
0000047   5.5455E+02 -1.9042E+01 -4.5224E+02
0000048   2.3935E+02 -1.0233E+02 -2.6691E+02
0000049   4.0242E+02  2.5983E+02 -2.6209E+02
0000050   6.0317E+02 -1.2267E+02 -3.9390E+01
0000051   3.1094E+02 -9.4399E+01  6.1021E+01
0000052   3.9739E+02 -2.5825E+02 -7.4214E+01
0000053   3.6932E+02 -4.0735E+01  8.2703E+01
0000054   2.3082E+02 -1.9982E+02  2.3850E+02
0000055   1.6681E+02  2.3856E+02 -2.5896E+02
0000056   1.9118E+02  3.5190E+01 -2.9913E+02
0000057   6.4314E+02  1.2742E+02 -1.8268E+02
0000058   3.5680E+02 -2.4809E+02 -3.1871E+02
0000059   2.6404E+02 -5.1411E+02 -6.4497E+01
0000061   8.3911E+01  1.6477E+02  9.0502E+01
0000062   3.5537E+02  4.5539E+01  1.9698E+02
0000064   6.0406E+02 -5.9048E+01  6.4779E+01
0000065   2.0755E+02 -1.9274E+01 -1.1584E+02
0000066   2.5434E+02 -3.0707E+02  1.3116E+02
0000067   2.5557E+02  1.0934E+02 -1.2543E+02
0000068   4.5219E+02 -1.5628E+02 -6.8982E+01
0000069   1.0245E+02 -3.4531E+02 -8.8070E+01
0000070   2.2195E+01  8.0747E+01  5.7914E+01
0000071   2.2452E+02 -3.6444E+02 -3.3734E+02
0000072   3.8933E+02  6.0225E+01 -2.6898E+01
0000073   7.1743E+02  2.2866E+02 -1.2898E+02
0000074   3.3913E+02 -3.7308E+02  9.8431E-02
0000075   5.7257E+02 -3.8037E+02  1.2720E+01
0000076   4.4404E+02 -2.0481E+02  3.1717E+02
0000077   5.0629E+02 -6.7180E+02  3.9079E+00
0000078   4.3904E+02  3.1488E+02 -1.5583E+02
0000079   5.1812E+02 -1.6433E+02 -1.0210E+02
0000080   2.1550E+02  3.2090E+02  1.3957E+02
0000082   6.8059E+02 -1.2450E+01 -1.3699E+02
0000083   4.6917E+02 -2.0640E+02 -2.1862E+02
0000084   4.3243E+02 -1.2627E+02 -8.2588E+01
0000086   6.6265E+02  1.0992E+01  4.6003E+01
0000087   6.4558E+02  2.3000E+01 -2.1647E+02
0000088   2.3348E+02  2.1695E+02 -1.4925E+02
0000089   2.3738E+02 -1.7058E+02 -1.8931E+02
0000090   4.5802E+01 -1.4509E+02 -1.1140E+02
0000091   5.2475E+02 -1.1539E+02 -6.1457E+01
0000092   2.5198E+02 -8.0281E+01  2.0648E+02
0000093   4.8825E+02  6.9158E+01  1.6436E+02
0000094   1.8586E+02  2.0904E+02  5.3620E+01
0000096   1.0015E+02  9.9922E+01 -7.9213E+01
0000097   2.1473E+02  4.6717E+01  2.1961E+02
0000098   2.9038E+02  5.5727E+02  1.2818E+02
0000099   5.4157E+02  1.7693E+02  4.5290E+01
0000100   6.8384E+01 -1.4414E+02  3.1599E+02
0000101   5.6772E+02 -5.0891E+02  1.4704E+02
0000102   5.4266E+02 -1.3973E+01  5.3488E+01
0000103   4.0308E+02 -2.9163E+02  1.5722E+02
0000104   7.4534E+02 -2.9083E+01 -2.2742E+01
0000105   4.2425E+02  1.0422E+02 -2.0974E+02
0000106   1.2417E+02 -8.9478E+01  1.3931E+02
0000107   7.3031E+02 -2.2367E+02  5.5939E+01
0000108   3.5827E+02 -3.9051E+02  8.2983E+01
0000109   4.3604E+02 -6.8491E+00  3.7711E+02
0000110   2.9855E+02  2.9435E+02 -2.7530E+02
0000111   5.2700E+02 -1.1858E+02 -8.6988E+01
0000112   5.3868E+02 -2.0040E+01  3.1342E+02
0000113   1.2793E+02 -2.4107E+02  8.8806E+01
