============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.4883E+02  9.1105E+01 -9.9244E+01
0000002   4.4493E+02 -3.5192E+01  9.2284E+01
0000003   3.6965E+02 -2.3411E+02  9.7155E+01
0000004   3.5822E+01 -1.2600E+02  1.5648E+02
0000005   2.8136E+02 -1.4289E+02  2.8221E+02
0000006   1.3081E+02 -6.4742E+01  9.7588E+01
0000007   3.6098E+02 -1.5279E+02 -1.3469E+01
0000008   2.5146E+02 -7.2143E+01 -4.1289E+01
0000009   2.8682E+02  2.3583E+02  8.7598E+01
0000010   2.5938E+02 -1.7908E+02 -3.5545E+02
0000011   2.1224E+02  1.0998E+02  2.9363E+01
0000012   1.3373E+02 -1.2602E+02  7.5791E+01
0000013   6.5213E+01  6.5545E+01 -1.6937E+02
0000014   4.0019E+02 -3.4819E+01 -1.4451E+02
0000015   4.3000E+02 -2.2861E+02  1.0875E+02
0000016   2.4846E+01  2.0357E+02 -4.0610E+01
0000017   2.8781E+02  6.3974E+01  2.4771E+02
0000018   1.1301E+02  1.1281E+02 -3.8278E+01
0000019   2.1566E+02 -4.5295E+01 -5.3056E+01
0000020   3.7693E+02 -5.7493E+01  6.2074E+01
0000021   9.3972E+01  7.7295E+01 -9.5389E+00
0000022   3.3610E+01  1.1332E+02 -4.5347E+01
0000023   2.0211E+02  1.5550E+02 -8.0295E+01
0000024   1.8982E+02 -1.7045E+02 -1.6436E+02
0000025   1.7345E+02  1.4306E+01 -3.0610E+01
0000026   1.2501E+02 -7.6186E+01  2.1393E+01
0000027   2.7779E+02 -1.5213E+02  3.6565E+01
0000028   2.9252E+02 -5.6613E+01 -7.8215E+01
0000029   2.8824E+02 -2.6657E+02 -1.5449E+02
0000030   7.4250E+01 -2.3077E+01  4.9782E+01
0000031   1.3931E+02  1.2926E+02 -1.2417E+02
0000032   3.2734E+02 -7.4588E+01 -2.0133E+02
0000033   2.3196E+02  9.9501E+01 -1.2493E+02
0000034   3.2741E+02  1.2999E+02 -2.8973E+01
0000035   3.6077E+02  4.0836E+01 -1.4647E+02
0000036   7.4392E+01 -1.0145E+02  1.8304E+02
0000037   3.4508E+02 -7.5716E+01 -8.1815E+01
0000038   2.4482E+02 -8.2916E+00 -1.5363E+02
0000039   8.7932E+01  2.5241E+01 -4.2739E+01
0000040   5.3752E+02  1.5988E+02  1.5242E+02
0000041   2.3139E+02  8.0544E+01  1.1187E+02
0000042   7.2028E+01 -2.0902E+02 -6.6833E+01
0000043   2.7435E+02  2.5097E+02  1.4533E+02
0000044   5.1970E+01 -4.0511E+01 -4.5086E+01
0000045   6.1487E+01  1.8939E+02  7.6982E+00
0000046   3.4885E+02 -7.9341E+00  9.6775E+01
0000047   1.4561E+02  5.4873E+01 -1.3199E+02
0000048   9.8277E+01 -1.0530E+02  7.4286E+01
0000049   1.8170E+02 -7.4255E+01 -9.0213E+01
0000050   1.2451E+02  1.8220E+02  6.1949E+01
0000051   3.3564E+02 -1.3192E+02 -5.8273E+01
0000052   1.7045E+02  1.1747E+02  3.5617E+01
0000053   3.1866E+02 -9.0629E+01 -2.5491E+01
0000054   6.0074E+01 -8.0828E+01  1.4391E+02
0000055   2.3112E+02  1.8232E+02  2.6723E+01
0000056   8.7753E+00 -1.6665E+02  1.6705E+02
0000057   2.5059E+02 -8.5681E+01  1.1671E+02
0000058   1.3983E+02 -6.7721E+01 -9.9807E+00
0000059   9.5786E+01  1.9522E+02  2.2579E+01
0000060   9.1204E+01 -7.9346E+00  1.3784E+01
0000061   3.6980E+01  5.2051E+01 -9.0222E+01
0000062   8.2202E+01  6.5090E+01 -1.2636E+02
0000063   7.6021E+01  9.4980E+01  4.6492E+01
0000064   1.3221E+02 -1.7867E+02 -5.1627E+01
0000065   2.2802E+02  7.0521E+01  2.6711E+01
0000066   3.5039E+01 -5.3461E+01  6.8052E+01
0000067   3.9221E+02  1.4585E+01  4.7223E+01
0000068   2.0120E+02 -1.5797E+02  9.1301E+01
0000069   8.7973E+01 -6.8012E+01  8.1425E+01
0000070   6.1469E+01  1.1286E+02 -1.3276E+02
0000071   3.7940E+02  2.3255E+02 -5.6919E+01
0000072   2.6773E+02  8.3408E+01 -7.4446E+01
0000073   4.6787E+02  7.3930E+01 -1.6702E+01
0000075   3.7535E+02 -2.7874E+02  4.6946E+01
0000076   8.9528E+01  9.8826E+01  4.0988E+01
0000077   2.4758E+02  1.9150E+02 -3.4348E+01
0000078   3.3190E+02 -3.8037E+01 -1.4131E+02
0000079   3.8885E+02  8.8383E+01 -1.4814E+02
0000080   3.8973E+02 -2.4176E+02 -3.1599E+01
0000081   3.2391E+02 -8.2150E+01  5.4718E+01
0000082   2.2811E+02  1.3232E+02 -1.9226E+02
0000083   2.1523E+02 -1.3962E+02 -9.8195E+01
0000084   7.7140E+01  2.4501E+00  9.2590E+01
0000085   2.5345E+02 -2.1817E+02  2.7469E+02
0000086   4.7527E+02 -9.2268E+01 -5.7665E+01
0000087   2.1220E+02  9.6321E+01  1.2355E+02
0000088   9.7779E+01  1.2776E+02  3.5465E+01
0000089   3.3919E+02  4.5477E+01  8.3626E+01
0000090   2.8112E+02 -3.7547E+02  2.9606E+01
0000091   3.9594E+01 -5.6288E+01 -2.4191E+01
0000092   3.6254E+02  9.3687E+01  4.6819E+01
0000094   3.4140E+02  1.1461E+02 -1.2366E+02
0000095   6.5472E+01  2.7021E+01  2.0768E+00
0000096   2.4777E+02 -1.0382E+02 -4.8435E+01
0000097   1.2464E+02 -1.5032E+00 -4.7304E+01
0000098   8.4728E+01 -2.0084E+02  1.6574E+02
0000099   1.3818E+02 -8.1012E+01 -1.7812E+02
0000100   3.1720E+02 -5.2096E+01 -6.8369E+00
0000101   1.0331E+02  2.4262E+00  5.5294E+01
0000102   3.3767E+02 -2.8230E+00  5.9467E+01
0000103   5.4259E+01  1.2027E+02 -1.9830E+02
0000104   1.3594E+02  1.8337E+01  6.1596E+01
0000105   1.3615E+02 -2.8547E+01  6.6321E+01
0000106   3.8118E+00 -9.1509E+01  9.4615E+01
0000107   1.6078E+02 -2.5602E+01  4.1314E+01
0000108   2.2471E+02  3.3439E+01 -8.4470E+00
