============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   5.9024E+02 -1.5030E+02  2.2885E+01
0000002   2.9686E+02 -7.1105E+01  3.6795E+02
0000003   3.7189E+02 -5.5348E+01  5.4066E+02
0000004   5.6081E+02 -1.8131E+02 -1.8597E+02
0000005   1.2254E+02 -8.2551E+01 -2.2688E+02
0000006   1.9337E+02  4.5038E+02 -2.0809E+02
0000007   6.0058E+02  7.8615E+00  2.6220E+02
0000008   2.3380E+02 -9.7125E+01  2.9461E+02
0000009   2.4853E+02  2.3163E+02  1.0188E+02
0000010   5.4861E+02 -3.9814E+02  2.1832E+01
0000011   4.8035E+02  1.6113E+02  1.9280E+02
0000012   4.2317E+02  1.0665E+02  2.1117E+02
0000013   5.4049E+02 -2.0538E+02  1.7976E+02
0000014   1.0317E+02  9.3081E+01 -6.5264E+01
0000015   4.0467E+02 -1.2278E+02  6.1307E+01
0000016   3.7826E+02 -2.6115E+02 -4.5628E+02
0000017   3.0583E+02 -1.3562E+02 -1.1402E+02
0000018   5.2760E+02 -3.2584E+02  3.3366E+02
0000019   4.1060E+02  1.0399E+02  9.5494E+01
0000020   6.0834E+02  1.3641E+02 -4.5361E+01
0000021   5.7761E+02  1.6323E+02 -2.5301E+01
0000022   5.7731E+02 -4.9426E+02 -1.6697E+02
0000023   1.8151E+02 -2.2491E+01  2.5322E+01
0000024   6.5538E+02 -5.6815E+02 -1.3455E+02
0000025   2.6917E+02 -8.3012E+01  1.7018E+02
0000026   3.9625E+02  1.3671E+02 -2.0924E+02
0000027   3.4112E+02 -2.4513E+02  1.8600E+02
0000028   3.5687E+02  1.3081E+02 -1.8522E+02
0000029   1.9321E+02  1.9983E+02  2.7543E+02
0000030   4.4795E+02 -2.8531E+02  5.3042E+01
0000031   4.7436E+02 -1.4075E+02  3.5084E+02
0000032   4.1541E+02  2.7566E+02 -1.0487E+02
0000033   2.0337E+02 -1.0861E+02  3.0009E+02
0000034   3.6314E+01  3.5561E+00  4.3462E+01
0000035   4.7731E+02  1.6593E+02  1.3344E+02
0000036   3.5568E+02 -2.2342E+02  9.5095E+01
0000037   3.5800E+02 -8.0235E+01 -2.2905E+02
0000039   3.4294E+02  3.9043E+02 -1.3254E+02
0000040   5.3622E+02 -5.6805E+01 -2.5621E+02
0000041   7.2736E+02 -4.3732E+01 -1.5830E+02
0000042   1.1968E+02  1.3573E+02  7.3611E+00
0000043   4.1143E+02 -5.0872E+02  8.7898E+01
0000044   4.9188E+02  4.9628E+01  1.9919E+01
0000045   6.2727E+02 -2.1541E+02  1.8743E+02
0000046   2.1849E+02  2.0083E+02 -5.6296E+02
0000047   2.7404E+02 -1.5249E+02 -4.4458E+02
0000048   4.2458E+02 -3.0638E+02 -4.9537E+02
0000049   5.5188E+02 -6.2998E+01 -1.9979E+02
0000050   1.1345E+02 -1.5302E+02  1.1020E+02
0000051   1.4525E+02  5.9110E+02  2.9964E+02
0000052   4.6220E+02  3.3322E+01 -9.2421E+01
0000053   2.5686E+02 -1.3230E+02 -2.0621E+02
0000054   3.4040E+02  5.5782E+01 -1.4190E+02
0000055   1.5272E+02 -3.8017E+01 -9.2035E+01
0000056   2.7098E+02 -4.9468E+02  4.5518E+02
0000057   7.6835E+02  1.2785E+02  2.2689E+02
0000058   4.8573E+02 -2.8049E+01  1.1952E+02
0000059   4.3339E+02 -1.3287E+02 -1.0825E+02
0000061   1.5200E+02  1.0482E+02 -5.9017E+01
0000062   4.4930E+02 -7.0786E+01  2.5992E+02
0000063   3.9021E+02  1.3119E+02 -1.7553E+02
0000065   3.6076E+02  2.5028E+02 -3.1082E+01
0000066   6.5671E+02  2.5574E+02 -2.5651E+02
0000067   1.0679E+02 -8.4964E+01  3.2247E+02
0000068   5.8960E+02  6.4527E+01  1.9247E+02
0000069   1.8108E+02  2.0308E+02 -5.4430E+02
0000070   7.4663E+02  3.5771E+02  2.4325E+02
0000071   7.3306E+02  2.1007E+02 -3.5510E+01
0000072   8.0333E+02 -3.5210E+02 -1.4375E+02
0000073   2.2155E+02  8.6023E+01  6.5983E+01
0000074   9.6089E+01  4.1396E+02  1.3385E+02
0000075   4.7565E+02 -4.1551E+02 -2.5028E+02
0000076   1.7566E+02  2.3544E+01  1.2925E+00
0000077   6.7128E+02  6.7066E+01 -1.1012E+02
0000078   5.8649E+02  5.7884E+01  4.1197E+02
0000079   3.5410E+02 -1.9604E+02  1.4662E+02
0000080   3.8811E+02  1.4910E+02  1.0463E+02
0000081   5.0473E+02 -1.8799E+01  2.3632E+02
0000082   3.1277E+01 -9.7924E-01  3.1328E+02
0000083   6.1079E+02  1.0632E+01  1.4658E+02
0000084   4.0572E+02  2.9721E+02  1.9939E+02
0000085   1.3515E+02  1.5635E+02  3.0677E+02
0000086   5.0472E+02  2.9429E+02  1.2560E+02
0000087   4.9311E+02  1.8656E+02 -2.2062E+01
0000088   5.6761E+02 -3.2307E+02  5.4258E+01
0000089   5.2749E+02 -9.8118E+01 -3.3513E+02
0000090   3.7872E+02 -5.6861E+01  2.7428E+02
0000091   3.9846E+02  3.6379E+02 -6.2710E+01
0000092   3.1266E+02 -1.4833E+02 -9.7879E+01
0000094   2.4626E+02 -3.7588E+02  1.7698E+02
0000095   1.8159E+02  3.1570E+02 -2.5719E+02
0000096   3.6270E+02  3.8894E+02  4.3337E+02
0000097   1.2160E+02 -3.8392E+02 -4.2916E+01
0000098   4.3866E+02  5.4391E+01  3.5463E+02
0000099   5.6479E+02 -1.5290E+02  7.5993E+01
0000100   8.6157E+01  2.6213E+01 -5.0254E+02
0000101   5.2859E+02 -1.6336E+02 -3.0498E+01
0000102   5.4051E+02  2.2623E+02 -7.4040E+01
0000103   5.6958E+02 -5.8166E+01  3.3177E+02
0000104   4.7879E+02 -4.1745E+01 -4.4801E+01
0000105   4.2176E+02 -3.9026E+01  9.8131E+01
0000106   4.1430E+02  2.6886E+02  1.2757E+02
0000107   6.0648E+02  1.1644E+02  2.0986E+00
0000108   4.7469E+02  2.3537E+02 -2.3405E+02
0000109   2.4139E+02  3.3953E+02  1.3805E+02
0000110   5.1784E+02 -6.8869E+01 -1.0319E+02
0000111   2.7868E+02  1.1744E+02 -5.8707E+01
