============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.6873E+02  3.1473E+02 -8.9235E+01
0000002   1.6433E+02 -2.9848E+01  4.7039E+01
0000003   8.9973E+01  6.4559E+01 -8.9051E+01
0000004   2.5134E+02  9.3816E+01 -1.7772E+02
0000005   5.4478E+01  1.7762E+01  6.5052E+01
0000006   2.7358E+02  8.1747E+01 -6.8143E+01
0000007   3.5665E+02 -1.7872E+02 -7.9904E+01
0000008   6.8547E+01 -2.7749E+01  1.8536E+02
0000009   6.2790E+01 -1.7293E+01 -7.3898E+01
0000010   1.9378E+02  2.5301E+01  1.1249E+02
0000011   2.1046E+02 -1.2715E+01 -2.4467E+02
0000013   5.1549E+01 -3.0745E+02  1.8789E+01
0000014   2.2511E+02  1.6535E+02 -1.5094E+02
0000015   2.0856E+02 -1.3122E+02  1.6200E+02
0000016   2.2314E+02 -2.8466E+01 -1.6720E+02
0000017   1.3828E+02  2.2284E+02  2.0275E+02
0000019   2.9924E+02 -1.9659E+01  3.4845E+01
0000020   1.3275E+02  4.3766E-02 -6.8322E+01
0000021   2.8844E+02  2.4199E+01  1.3769E+02
0000022   3.1671E+02  2.8290E+01 -2.6299E+00
0000023   5.1020E+01 -3.4235E+00 -1.3297E+02
0000024   3.0541E+02  3.2420E+01  1.1705E+02
0000025   3.9414E+01  1.8088E+01  2.8919E+01
0000026   1.2226E+02  3.4974E+02  1.8142E+01
0000027   1.1614E+02  1.1268E+02 -7.0680E+01
0000028   1.4164E+02  1.2986E+01 -4.4601E+01
0000029   7.2165E+01 -2.5940E+02 -1.1773E+02
0000030   1.9327E+02  1.8612E+02 -2.2253E+02
0000031   2.2089E+02  5.9765E+01  1.1228E+01
0000032   1.8199E+02 -1.8854E+02 -1.5812E+02
0000033   1.5181E+02 -4.0627E+01  1.4112E+01
0000035   1.2750E+02 -9.7674E+00 -1.0521E+02
0000036   1.9494E+02 -1.1787E+01  1.4951E+02
0000037   2.6366E+02  5.6601E+01 -2.5767E+01
0000038   3.7061E+02 -4.4941E+01  5.6305E+01
0000039   2.3248E+02 -2.2899E+02 -1.4446E+01
0000040   3.4600E+02 -8.0409E+01 -1.3294E+01
0000042   1.0565E+02 -1.7076E+02  5.9413E+01
0000044   1.9065E+02  2.2938E+02 -2.4180E-01
0000045   2.0135E+02 -9.1546E+01 -2.5225E+00
0000046   1.1551E+02  5.5121E+01 -9.6286E+01
0000047   3.6036E+02  7.0385E+01  1.5012E+01
0000048   1.5353E+02  6.5223E+01 -1.0060E+02
0000049   6.8357E+01 -7.1202E+01  8.8091E+01
0000050   1.6868E+02  6.8190E+01  2.6728E+02
0000051   6.6062E+01  9.1720E+01  2.2066E+02
0000052   2.1257E+02  2.3957E+01 -1.4369E+02
0000053   1.3604E+02 -2.4900E+01 -1.2996E+02
0000054   1.2323E+02  7.8762E+01 -2.1665E+02
0000055   8.0697E+01  2.5896E+01  5.6269E+01
0000056   3.7952E+02 -3.3904E+01  7.7599E+00
0000057   2.5784E+02  2.3629E+02 -7.2527E+01
0000058   2.2452E+02 -7.3456E+01  2.0666E+02
0000059   1.5644E+02  2.8487E+01  1.2847E+02
0000060   9.2183E+01 -1.4469E+02  1.5850E+02
0000061   2.4691E+02  1.8984E+01 -1.1114E+02
0000063   1.2344E+02  1.6912E+02  3.1278E+01
0000064   2.3146E+02 -7.1054E+01 -1.0586E+02
0000065   2.2237E+02 -1.1633E+02 -1.3283E+02
0000066   2.1932E+02 -9.8517E+01 -5.7516E+01
0000067   1.1146E+02  2.6566E+01  2.8338E+01
0000068   1.1730E+02 -1.2407E+02  1.6192E+02
0000069   1.9722E+02 -1.5882E+02  8.4286E+01
0000070   3.0862E+01  2.8997E+01  1.7309E+02
0000071   5.6043E+02  9.9418E+01  1.4759E+01
0000072   1.2857E+02 -5.0771E+00 -1.9332E+02
0000074   1.2231E+02 -4.1154E+01 -4.6822E+01
0000075   1.4046E+02 -1.0581E+02  1.5549E+02
0000076   1.3244E+02  3.0016E+02 -1.7965E+02
0000077   6.4265E+01 -2.4679E+02 -1.2004E+02
0000078   2.2399E+02 -4.9739E+01 -3.9629E+01
0000079   9.7336E+01  8.9153E+01 -9.1835E+00
0000080   6.4674E+01 -2.0009E+02  1.8128E+01
0000081   2.4832E+02 -2.0573E+02 -1.5967E+02
0000082   2.3204E+02  4.8458E+01  1.6537E+01
0000083   1.8043E+02  2.6525E+01  1.0765E+02
0000084   2.0500E+02  1.0049E+01  1.3020E+01
0000085   4.8865E+02  6.0820E+01 -8.2328E+00
0000086   4.9724E+02  5.2064E+00 -1.3529E+01
0000087   1.0577E+02  7.7307E+00 -4.9089E+01
0000088   9.2160E+01  5.6589E+01  5.7621E+01
0000089   2.1036E+02 -1.9034E+02  1.9334E+01
0000090   4.0868E+01 -1.1413E+02  2.0976E+01
0000091   6.8653E+01  5.0572E+01  4.0815E+01
0000092   3.8837E+02  2.4791E+02  4.8330E+01
0000093   9.0954E+01  6.7769E+01  7.6918E+01
0000094   3.2360E+02 -1.6331E+02 -8.8389E+01
0000095   2.3388E+02 -1.1732E+02  7.7193E+01
0000096   1.6037E+02 -2.0124E+02  4.6203E-01
0000097   2.4040E+02 -1.4809E+01 -4.6570E+01
0000098   3.9820E+01 -9.9470E+01  8.2698E+01
0000099   9.6783E+01 -1.6400E+00 -6.1411E+00
0000100   3.4309E+02  1.8970E+02  4.5354E+01
0000102   1.3009E+02  2.1851E+00  1.1696E+02
0000104   2.7206E+02  4.6115E+01  3.9643E+01
0000105   1.4660E+02  9.2295E+01  7.4950E+01
0000106   9.5796E+01  1.3467E+02  3.5472E+02
0000107   1.9324E+02  1.6975E+02  6.9074E+01
0000108   5.1640E+02  1.2525E+02 -1.0324E+02
0000109   2.4159E+02  1.2394E+02 -1.2129E+01
0000110   4.0354E+02  1.1032E+02 -1.0066E+02
0000111   3.4789E+02  9.9698E+01  1.1016E+02
0000112   9.0484E+01 -7.3105E+01  2.4385E+02
0000113   1.6441E+02 -1.8745E+02 -8.1958E+01
0000114   1.8360E+02  1.1489E+02  1.0088E+02
0000115   9.9247E+01  2.4696E+02  7.2417E+01
0000116   2.8200E+02 -2.6805E+02 -6.6671E+01
