============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 2000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.6627E+02  6.1176E+00  6.9468E+01
0000002   1.7247E+02  1.2406E+02 -4.6861E+01
0000003   2.5334E+02  6.0825E+01 -5.6078E+01
0000004   2.9933E+02 -2.7456E+02  6.0856E+01
0000005   1.6731E+02 -4.9812E+01  7.8663E+00
0000006   4.3161E+02 -2.4357E+02  1.0711E+02
0000007   1.3228E+02  9.0522E+01  3.8968E+02
0000008   9.5328E+01 -3.8193E+01  2.2524E+02
0000009   1.8523E+02 -9.5328E+01 -1.2222E+02
0000010   6.5366E+01  9.7771E+01 -7.3783E+01
0000011   1.7087E+02  1.8565E+02  5.1916E+01
0000012   2.6154E+02  1.0090E+02 -7.6741E+01
0000013   2.2067E+02  6.8620E+01 -1.7595E+02
0000014   2.0244E+02  1.2937E+02 -1.9405E+02
0000015   9.2002E+01  1.7390E+02  1.8355E+02
0000016   2.5627E+02 -5.6033E+01  2.3953E+02
0000017   1.1920E+02 -1.0114E+02  5.0941E+00
0000018   2.4436E+02  1.7231E+02  9.2861E+01
0000019   3.1069E+02  1.3054E+01  2.5886E+02
0000020   2.9389E+02  3.0903E+01  2.4441E+02
0000021   2.1225E+02 -1.4443E+02  1.3452E+02
0000022   2.5441E+01 -1.1586E+02 -2.3914E+01
0000023   1.6323E+02  2.3664E+01  2.3828E+02
0000024   2.1380E+02 -1.2593E+02 -1.9652E+02
0000025   2.7528E+02  8.3523E+01 -2.3810E+02
0000026   2.8188E+02  6.3124E+01 -3.6083E+01
0000027   3.8903E+02 -4.4950E+01  9.5653E+01
0000028   1.1173E+02 -1.1839E+02 -2.6315E+02
0000029   1.7327E+02  6.9520E+00  6.3229E+01
0000030   7.1583E+01 -4.9086E+01 -2.0249E+02
0000032   7.7116E+01  5.8273E+01 -3.3820E+00
0000034   1.1358E+02 -4.6852E+01 -7.9467E+01
0000035   1.2612E+02  7.0715E+01 -1.2953E+02
0000036   2.4126E+02  7.9519E+01  3.2329E+01
0000037   1.8256E+01  2.1924E+02  1.3440E+02
0000038   1.2428E+02  9.4058E+01  3.7055E+01
0000039   2.3322E+02  1.0410E+02  6.6215E+01
0000040   1.5611E+01  8.4670E+01  2.1064E+02
0000041   1.7295E+02  2.3047E+01  5.4040E+01
0000042   3.2390E+02  1.7290E+02 -1.6958E+02
0000043   1.7082E+02 -1.0654E+02 -1.4001E+02
0000044   2.7986E+02  8.8189E+01  1.3987E+01
0000045   1.6728E+02  1.6480E+02 -8.5992E+01
0000046   1.0376E+02  9.9981E+00  7.5036E+01
0000047   1.0690E+02 -2.1993E+01  1.3386E+02
0000048   2.9761E+02 -1.3069E+02 -7.3866E+01
0000049   2.1110E+02 -9.7300E+01 -1.3000E+02
0000050   1.3031E+02  4.0039E+01  2.9182E+02
0000051   1.0569E+02  2.0528E+02  9.4308E+01
0000052   1.3779E+02 -1.5943E+02  6.7643E+01
0000053   4.4360E+02 -1.5904E+02  6.5838E+01
0000055   3.6882E+02  1.5164E+02 -9.2386E+01
0000056   2.2563E+02 -1.4312E+02  6.8528E+01
0000058   2.6331E+02 -2.2391E+01  1.0070E+02
0000060   5.7827E+01  5.0866E+01  2.9390E+02
0000061   3.1300E+02  6.6865E+01  1.1826E+02
0000062   4.5005E+01  3.4285E+01  9.4194E+01
0000063   2.8873E+02  3.8684E+01 -7.3035E+01
0000064   4.4979E+01  1.1941E+02  9.8175E+01
0000065   3.6054E+02 -2.2044E+02  1.0242E+02
0000066   3.1545E+01  8.3324E+00  2.2753E+01
0000067   2.4753E+02  9.5889E+01 -1.3339E+02
0000068   2.1376E+02  1.0909E+02 -6.1843E+01
0000069   1.2558E+02 -4.8321E+01 -6.4529E+01
0000070   2.5818E+02  1.2484E+02 -3.7140E+01
0000072   3.0221E+02 -1.2035E+02  6.3485E+01
0000073   1.9037E+02 -2.2603E+01 -9.1548E+01
0000074   1.2941E+02 -7.5524E+01 -1.2807E+02
0000075   1.2254E+02 -1.8127E+01 -8.0407E+01
0000076   3.9647E+02 -2.3005E+01  8.1387E+00
0000077   6.1905E+01  4.7583E+01  1.5897E+02
0000078   1.8916E+02 -7.8103E+01  1.9965E+02
0000079   2.2110E+02  2.0258E+02 -7.7360E+01
0000080   1.7744E+02  6.4892E+01 -2.7413E+02
0000081   3.2515E+02  5.6849E+01 -2.0035E+01
0000082   1.5972E+02 -6.7604E+01  7.3712E+01
0000083   2.1471E+02  2.7225E+01 -1.1907E+01
0000084   3.5983E+02  2.1887E+02  7.5311E+01
0000085   2.0810E+02 -5.4553E+01  2.2618E+02
0000086   2.6121E+02 -1.8930E+02 -1.3985E+02
0000087   1.6030E+02  8.6438E+01 -2.7811E+01
0000088   1.1855E+02 -1.1615E+02 -4.1372E+01
0000089   3.7040E+02 -4.2201E+01 -1.2568E+01
0000090   1.6104E+02 -1.2220E+01 -3.6258E+01
0000091   5.4468E+01 -8.7769E+01  5.6056E+01
0000092   1.6052E+02  3.4687E+01  3.2317E+01
0000093   2.5377E+02 -1.9221E+00 -1.0445E+02
0000094   1.6001E+02  4.0100E+01 -1.6550E+02
0000095   1.5749E+02 -7.8117E+01 -2.3036E+01
0000096   3.8088E+02 -8.6745E+01  5.4166E+01
0000097   9.2331E+01  6.1253E+01  5.1952E+01
0000098   3.8075E+02 -6.7724E+01 -1.1753E+01
0000100   9.8500E+01 -5.4667E-01  7.8058E+01
0000102   3.5596E+02  2.2580E+02 -1.5636E+02
0000103   1.2849E+02  1.3841E+02 -5.9977E+01
0000104   3.0564E+02 -1.2515E+02 -2.8118E+01
0000105   7.4900E+01 -1.1962E+02 -7.8161E+01
0000106   5.5490E+01  6.1700E+01  1.4130E+02
0000107   5.1816E+02 -1.0734E+02  7.6096E+01
0000108   7.9724E+01  2.4947E+02 -3.9344E+01
0000109   1.8993E+02  1.1226E+02 -2.6297E+02
0000110   1.8497E+02 -6.6185E+01 -8.1222E+01
0000111   6.4788E+01  5.4321E+01 -5.5453E+01
0000112   3.0267E+02 -3.2750E+01  1.4598E+02
0000113   9.1559E+01  5.3872E+00 -1.8256E+01
0000114   9.2604E+01 -1.5506E+02 -1.3942E+02
0000115   3.4101E+02  1.4682E+02  3.3768E+01
