============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   3.5111E+02 -2.5304E+02  3.4473E+02
0000002   1.0409E+02  1.5932E+02  8.1417E+01
0000003   3.4151E+02 -6.0600E+01  1.3324E+02
0000004   7.4790E+02  3.9411E+02 -4.5581E+01
0000005   3.2839E+02  1.2751E+02  1.9062E+01
0000006   2.3845E+02 -5.0443E+02  3.2309E+01
0000007   3.0667E+02  8.4573E+01  1.8144E+02
0000008   5.5397E+02  8.9550E+01 -9.5411E+01
0000009   3.3223E+02 -4.5028E+01  9.0890E+00
0000010   1.7259E+02  1.8306E+02 -1.6520E+01
0000011   5.3702E+02 -1.7135E+02  1.5885E+02
0000012   2.8939E+02 -8.4124E+00  4.2168E+01
0000013   4.5834E+02  7.9525E+01 -1.9085E+02
0000014   1.6348E+02  1.3935E+02 -3.0854E+02
0000015   9.6375E+02  1.2256E+02  2.6840E+02
0000016   5.5302E+02 -3.2096E+02  1.9516E+02
0000017   7.2935E+02 -2.8104E+02 -2.7745E+02
0000018   4.0237E+02  1.2374E+02  1.7368E+02
0000020   2.9867E+02 -2.0541E+02  1.3869E+02
0000021   3.3044E+02 -3.1270E+02 -5.0840E+01
0000022   5.8122E+02  4.1579E+01  1.3632E+02
0000023   4.6934E+02  6.9602E+01 -1.2360E+02
0000024   4.0712E+01 -1.7906E+02  2.4084E+02
0000025   2.8598E+02  2.5929E+02 -2.0245E+02
0000026   4.7616E+01  3.0891E+02  3.9673E+02
0000027   3.0560E+02  2.3655E+02 -3.9785E+02
0000028   4.1121E+02  1.6468E+02  2.8187E+02
0000029   2.7259E+02 -4.2476E+01 -1.4787E+02
0000030   4.3986E+02  1.9687E+02  2.4662E+02
0000031   5.0043E+02  2.1209E+02  1.2636E+02
0000032   4.5442E+02 -7.5377E+01  1.9072E+02
0000033   5.6000E+02 -3.1577E+02  2.0578E+02
0000034   3.2507E+02  7.9409E+02 -9.5214E+01
0000035   4.4540E+02 -3.2082E+01  7.3618E+01
0000036   4.3919E+02  8.8109E+01  2.6487E+02
0000037   3.3603E+01 -3.2196E+02  2.9073E+02
0000039   1.8139E+02 -1.0917E+02  3.4702E+01
0000040   5.1695E+02 -2.4519E+02 -1.5274E+02
0000041   5.8270E+02  3.5300E+01  1.3127E+02
0000042   5.2029E+02 -2.8062E+02 -5.8801E+01
0000043   8.3344E+02 -4.3668E+02  8.9112E+01
0000044   3.3464E+02  1.0816E+02 -3.2552E+02
0000046   4.1064E+02 -1.5363E+02 -5.4174E+02
0000047   2.4031E+02 -1.6153E+02  3.5557E+01
0000048   3.9722E+02  2.5201E+02  2.3622E+01
0000049   3.9015E+02  4.0438E+02 -1.2180E+02
0000050   4.2176E+02 -5.2780E+01  2.5383E+02
0000051   1.9333E+02 -1.6560E+01  1.6002E+02
0000052   8.5968E+02  1.4386E+02 -1.8679E+02
0000053   3.5241E+02  1.7158E+02 -1.8555E+02
0000054   4.2455E+02 -2.7132E+01 -2.3149E+02
0000055   3.3886E+02 -8.7347E+01 -2.8328E+02
0000057   5.8080E+02 -2.5993E+02 -2.2106E+02
0000058   5.0731E+02 -2.6709E+02  8.4521E+01
0000059   5.7182E+02 -2.5341E+01 -3.0762E+02
0000060   3.0974E+02 -1.1961E+02 -1.0952E+02
0000061   5.5248E+02  5.2487E+02  1.1812E+02
0000063   2.5541E+02  1.7104E+01  3.5264E+02
0000064   1.7527E+02 -8.4883E+01 -7.5625E+01
0000065   3.0546E+02 -6.9824E+01 -2.0030E+02
0000066   1.3129E+02 -2.8009E+00 -1.6336E+02
0000067   4.0582E+02  2.0817E+01 -6.0381E+01
0000068   2.7721E+02  2.7897E+02  4.8606E+01
0000069   5.5780E+02  9.0255E+01 -1.8240E+02
0000070   6.1210E+02 -2.8160E+02 -1.1107E+02
0000071   4.3773E+02  5.2373E+01 -1.8654E+02
0000072   4.6429E+02 -4.2981E+02  8.6983E-02
0000075   1.9196E+02 -1.5774E+02 -1.9919E+02
0000076   2.0945E+02 -1.8207E+02 -3.3483E+02
0000077   7.0911E+01  8.8412E+01  4.5010E+01
0000078   6.4267E+02  3.3066E+02  1.1667E+02
0000079   1.4491E+02  1.8396E+02  1.7974E+02
0000080   1.2968E+02 -3.6024E+02 -1.8828E+02
0000081   7.1291E+02  3.9162E+01 -2.1510E+02
0000082   3.0036E+01 -1.9036E+02  1.0135E+02
0000083   4.0137E+02  3.2832E+02 -4.6176E+01
0000084   6.8167E+02 -2.2830E+02  6.7699E+01
0000085   4.0469E+02  2.6683E+02  1.6559E+02
0000086   2.8203E+02 -7.9514E+01  1.0278E+02
0000087   5.5467E+02  2.2421E+02 -2.6694E+02
0000088   2.9027E+02 -1.3911E+02 -1.5521E+01
0000089   8.0972E+01  2.9733E+01 -5.9885E+00
0000090   3.7160E+02 -2.3815E+01  1.2811E+02
0000091   2.0763E+02 -7.3473E+01  2.0415E+02
0000092   3.9512E+02  6.8903E+01  1.1455E+02
0000093   4.9564E+02  3.9294E+02  3.8854E+02
0000094   4.3674E+02  8.1210E+01  2.7518E+02
0000095   5.3230E+02 -1.2688E+02 -5.0961E+01
0000096   1.4679E+02 -2.7257E+02 -1.5946E+02
0000097   4.6883E+02 -6.9856E+01  2.4484E+02
0000098   5.8158E+01 -1.6121E+01 -1.9365E+02
0000099   3.2714E+02 -4.0753E+02  2.2445E+02
0000100   3.4814E+02 -2.7525E+02 -1.2517E+02
0000101   4.1820E+02 -3.2903E+01 -5.9594E+01
0000102   5.2564E+02  1.5827E+02 -1.4718E+02
0000103   3.0566E+02  6.9434E+01 -5.2799E+02
0000104   7.1623E+02 -8.9747E+01  4.7698E+01
0000105   3.8330E+02  2.3754E+02 -4.7399E+02
0000106   2.7746E+02  8.6645E+01  3.5307E+02
0000107   1.7364E+01  1.9104E+02  3.5867E+02
0000108   4.4200E+02  6.4117E+01  3.1665E+02
0000109   3.8163E+01  1.4225E+02  2.2293E+01
0000110   5.7132E+02 -2.8118E+01  1.4000E+02
0000111   3.3412E+02 -3.0365E+02  5.6600E+01
0000112   5.0073E+02  2.6424E+02 -3.8591E+01
0000113   4.0797E+02  2.2711E+02  1.2379E+02
0000114   6.5023E+02 -1.8452E+02  1.7769E+02
