============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  F (09)   Ion Mass= 018.9984
Energy  = 4000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - None
  Layer # 1 - Bottom Depth=500000.E-01 A
  Layer # 1 - Density =0007.8700 g/cm3
  Layer # 1 -  100 % of Fe
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.3457E+01 -3.6088E+01 -1.1309E+02
0000002   5.5809E+02  1.9708E+02  2.5739E+01
0000003   4.8060E+02  2.0459E+02 -1.9534E+02
0000004   4.5032E+02 -7.7252E+01 -2.8681E+00
0000005   6.5719E+02 -3.3055E+02 -4.2102E+01
0000006   5.9728E+02  3.7151E+01 -1.1511E+02
0000007   4.0908E+02  4.6811E+01  2.6835E+02
0000008   1.8204E+02 -1.6517E+02 -4.3311E+02
0000009   2.2179E+02 -2.1475E+02  2.3433E+02
0000010   2.5700E+02  1.7075E+02  1.0295E+02
0000011   5.1958E+02  5.4178E+01  6.2527E+01
0000012   1.1124E+02  2.7297E+02  1.6924E+02
0000013   4.9289E+02 -3.3286E+01  8.6264E+01
0000014   2.8003E+02 -1.6988E+02 -5.5863E+01
0000015   3.5868E+02 -4.8563E+02  2.7394E+02
0000016   3.2089E+02 -2.5021E+02  1.7549E+02
0000017   3.3155E+02 -8.0883E+01 -8.3941E+01
0000018   1.9678E+02  4.9980E+00 -1.0816E+02
0000019   2.8828E+02  1.6585E+02 -1.2293E+02
0000020   2.4759E+02 -1.4183E+02  2.9019E+02
0000021   5.6939E+02  5.4425E+01  2.5888E+02
0000022   5.5217E+02  4.1106E+01 -4.2545E+02
0000023   3.1424E+02 -4.0934E+02 -1.0510E+02
0000024   3.6361E+01 -2.1202E+02 -1.4691E+02
0000025   3.1870E+02  8.7250E+01 -1.7255E+02
0000026   4.8941E+02 -1.0382E+02  9.6346E+01
0000027   5.3367E+02  3.9769E+02  2.8198E+02
0000028   7.5632E+02 -2.2917E+02  8.1820E+01
0000029   5.5395E+02 -1.2678E+02  3.7692E+02
0000031   5.2033E+02 -2.4852E+02  1.6800E+01
0000032   4.4995E+02 -2.4942E+02 -2.1613E+02
0000033   3.1022E+02 -5.5145E+01  1.2376E+02
0000034   4.4886E+02 -3.7985E+02 -1.1234E+02
0000035   5.7901E+02 -3.4249E+01 -1.7459E+02
0000036   4.5150E+02  1.8732E+02 -6.0699E+02
0000037   3.8147E+02  3.9893E+02  4.7286E+02
0000038   2.6419E+02 -1.2237E+02  9.0545E+01
0000039   5.0149E+02  4.0212E+01 -2.9462E+02
0000040   1.3615E+02 -3.6842E+02 -9.3172E+01
0000041   4.2710E+02 -2.6852E+00 -1.4382E+01
0000042   2.8690E+02 -8.8133E+00 -9.5669E+01
0000043   1.4940E+02 -3.7136E+02 -1.9819E+02
0000044   7.3033E+02 -1.4477E+02 -5.0735E+02
0000045   3.4102E+02  4.5362E+02  2.8426E+02
0000046   1.0239E+02  3.2981E+01  1.7066E+02
0000047   6.5719E+02  3.0618E+02  1.2596E+01
0000048   7.7834E+02  2.0733E+02 -3.9743E+02
0000049   1.9829E+02 -2.9215E+02 -3.8528E+02
0000050   7.4717E+02  2.5069E+02 -6.4273E+00
0000052   4.4317E+02  1.0673E+02  3.3568E+02
0000053   2.3020E+02 -5.5885E+01  2.5292E+02
0000054   2.7987E+02 -4.1955E+02 -3.6588E+02
0000055   5.8531E+02 -8.0328E+01 -2.1616E+01
0000056   4.2850E+02  1.9241E+02 -1.7238E+02
0000057   2.4960E+02  2.4852E+02  8.8147E+01
0000058   2.1841E+02  1.3753E+02 -2.7103E+02
0000059   4.4728E+02 -3.7085E+02  5.9502E+01
0000060   7.7151E+02 -2.3865E+02  9.4495E+01
0000061   3.4877E+02  1.7234E+02 -1.2634E+02
0000062   2.3951E+02  1.5563E+02  4.8244E+02
0000063   1.8734E+02 -1.2787E+02 -2.1667E+02
0000064   1.6164E+02  2.7635E+02  1.6348E+01
0000065   3.7333E+02  1.0339E+02 -2.3653E+02
0000066   4.7120E+02  1.5632E+02  2.0641E+01
0000067   1.9501E+02 -1.6470E+02  6.1351E+01
0000068   6.5615E+01 -8.6166E+01 -1.3317E+02
0000069   4.2190E+02 -1.3361E+01  3.3659E+02
0000070   5.6523E+02 -4.5851E+02  2.5864E+02
0000071   1.6104E+02  1.0502E+02  1.9283E+02
0000074   4.8010E+02  1.9333E+02 -1.8944E+02
0000075   2.8493E+02  1.3450E+02 -1.3284E+02
0000076   5.1545E+02 -1.7865E+02 -4.0763E+02
0000077   2.4170E+02  6.4196E+01 -2.5244E+02
0000078   3.7194E+02  4.4242E+01 -3.2228E+02
0000079   3.4235E+02 -1.1276E+02 -1.6521E+02
0000080   1.5156E+02  2.0553E+01  1.7590E+02
0000081   3.3731E+02  3.2510E+02  1.1115E+01
0000082   5.3532E+02  3.0898E+02 -4.3502E+02
0000083   6.3138E+02 -3.3209E+02 -3.7004E+02
0000084   3.7768E+02 -1.5684E+02  2.6114E+02
0000085   2.5521E+02  7.4447E+01  3.7119E+02
0000086   2.4638E+02  7.6599E+00  2.2326E+02
0000087   4.5287E+02 -2.0569E+02 -1.9394E+01
0000088   3.6493E+02 -3.0290E+02  8.2928E+01
0000089   3.8486E+02 -3.1096E+02 -8.8056E+00
0000090   1.4350E+02  1.9321E+02 -6.5088E+01
0000091   2.5281E+02  3.3844E+02 -1.6207E+02
0000092   2.9682E+02 -2.7834E+02 -1.1089E+02
0000093   2.6276E+02  2.1823E+02  3.4423E+02
0000094   4.5323E+02 -1.9109E+02 -3.1334E+02
0000095   2.9853E+02  1.8776E+02  4.4084E+02
0000096   3.6699E+02 -1.4414E+02  6.3125E+01
0000097   2.4214E+02 -1.6968E+02 -2.1874E+02
0000098   5.7248E+02 -7.9023E+01 -1.8434E+02
0000099   4.6913E+02  1.5861E+02 -3.8353E+02
0000101   1.7947E+02 -1.6819E+01  1.6770E+02
0000103   9.7371E+02 -1.2985E+02  1.2999E+02
0000104   5.3732E+02  6.8300E+01  9.2420E+00
0000105   6.1778E+02 -6.0347E+01  2.0481E+02
0000106   3.8653E+02  7.1925E+01  3.1055E+02
0000107   3.6984E+02 -3.1872E+02  1.8642E+02
0000108   1.8431E+02  6.9475E+01 -2.4242E+02
0000109   1.4202E+02  2.5348E+02 -1.3634E+02
0000110   5.0931E+02  1.0866E+02 -3.5437E+02
0000111   5.6783E+02  2.0339E+02  3.0591E+02
0000112   2.0030E+02 -6.8287E+01 -2.3820E+02
